subconcurrency,accondate,subconform,anchetype,subcondate,acconcurrency,acconform,entname,liacconam,lisubconam
人民币,1767020000000.0,货币,公司,1448990000000.0,人民币,货币,28c3cb42791991dcba387e0f8d5f8be0,0.0,50.0
人民币,1257870000000.0,货币,公司,1257870000000.0,人民币,货币,0447c9a46dd33ee1f78881a2499dc4d0,80.0,80.0
人民币,1283960000000.0,货币,公司,2082640000000.0,人民币,货币,8b133d489dddcf774bb97d1d445f9498,23.0,473.0
人民币,1281460000000.0,货币,公司,1281460000000.0,人民币,货币,f54443a3b2e16e0df5d71b16271de965,26.01,26.01
人民币,1135960000000.0,货币,公司,1135960000000.0,人民币,货币,63fc4b3230253590756447c30eeb3326,0.0,300.0
人民币,1451490000000.0,货币,,3502800000000.0,人民币,货币,e5fee8c249a42a9dbf521d55d8f32749,15.45,50.0
人民币,1365520000000.0,货币,公司,1365520000000.0,人民币,货币,266dabbf625269f9bc667384e7330dd8,300.0,300.0
人民币,1386690000000.0,货币,GS,1386690000000.0,人民币,货币,d5e4289d769f3488deeea3bc49230016,50.0,50.0
人民币,1335540000000.0,货币,公司,1335540000000.0,人民币,货币,c119da885b61d2827712a2acce1b7e6a,6.0,6.0
人民币,,货币,,2398260000000.0,人民币,货币,35305055471d754c30c2efbe798dc00b,,240.0
人民币,,货币,公司,2378650000000.0,人民币,货币,648a9e0e8699c8526c62b4fd365d3b02,,51.0
人民币,1271260000000.0,货币,GS,1271260000000.0,人民币,货币,49b0a49686a0d4bc483d44fa9d8c7ad4,300.0,300.0
人民币,1297790000000.0,货币,,1292080000000.0,人民币,货币,4b70a56fd2eb59d2221e5ca44bea5f43,5.0,5.0
人民币,1279810000000.0,货币,公司,1279810000000.0,人民币,货币,60044bab6d5107f6fb2a2d370b919bf2,5.1,5.1
人民币,1415720000000.0,货币,公司,1415720000000.0,人民币,货币,21bfc933dcb9d5ec04892bb857b25054,40.0,40.0
,1441900000000.0,土地使用权,公司,1441900000000.0,,土地使用权,28bb615a23cbea8d981a1db481762378,500.0,500.0
人民币,2419260000000.0,货币,公司,2411400000000.0,人民币,货币,94d1e193d6dc78240d2628379c2536f8,0.0,270.0
人民币,1483110000000.0,"1,",GS,1767110000000.0,人民币,"1,",96d72a254cc752396eb028859e491319,1.0,120.0
人民币,1124990000000.0,货币,公司,1124990000000.0,人民币,货币,9aac151bb2c3f186519f912c4fe763c1,24.5,24.5
人民币,1381680000000.0,货币,公司,1381680000000.0,人民币,货币,9e592bfeffabf3d918a570df7d747692,40.0,40.0
人民币,1210180000000.0,货币,,1210180000000.0,人民币,货币,43da6bae19f9d30ed4cd0f745fe05ff9,40.8,40.8
人民币,,货币,,1469890000000.0,人民币,货币,bf1d54f75b91ff9687a7c4d867f7582e,0.0,50.0
人民币,1297790000000.0,货币,公司,1297790000000.0,人民币,货币,1779a519824b74d270bdb321b9471c8a,50.0,50.0
人民币,1381250000000.0,货币,,1381250000000.0,人民币,货币,c41ada352d8521824261a2db88f86bbb,2.5,2.5
人民币,,货币,公司,1593360000000.0,,,30d4d38f7661656326c272b46e1ad4e8,,1.5
人民币,1553960000000.0,货币,公司,1396200000000.0,人民币,货币,ef67d14620537da0d9580146c1d7cefb,0.0,300.0
,1335890000000.0,"1,",GS,1335890000000.0,,"1,",3bb2e9cae1e9ebc8b5ae6875f56b34b1,9.5,9.5
人民币,1338830000000.0,货币,,1338830000000.0,人民币,货币,9041353c068b1c63248006ef2e612348,20.0,20.0
人民币,1404140000000.0,货币,公司,1404140000000.0,人民币,货币,3dcdb73148f7e2da27022c4e2db596f1,153.0,153.0
人民币,1366210000000.0,货币,公司,1366210000000.0,人民币,货币,3cefd0c3d08e2d001bbdd736600f1c6f,50.0,50.0
人民币,960998000000.0,货币,公司,960998000000.0,人民币,货币,50937f85a0919d969feaa31a8181a661,45.0,45.0
人民币,2871650000000.0,货币,GS,2871650000000.0,人民币,货币,1d646af7cd5bc684f55438c02779dc86,55.0,55.0
人民币,1173970000000.0,货币,公司,1781020000000.0,人民币,货币,1ae541a292afc23e6feba3748fb263b6,49.0,300.0
人民币,,货币,公司,1735570000000.0,,,f2fae80e968afe0b5a7d0f85b86eaad4,,35.0
人民币,1343230000000.0,货币,公司,1343230000000.0,人民币,货币,09abb679072a3ff68df02b487b84bdf2,4.0,4.0
人民币,1344180000000.0,货币,公司,1344180000000.0,人民币,货币,cfee2090343a979b451932ff476e9710,120.0,120.0
人民币,1037030000000.0,货币,GS,1037030000000.0,人民币,货币,28f791ad51c21e430500f6f48f1d9346,12.0,12.0
人民币,1462030000000.0,货币,公司,1462030000000.0,人民币,货币,b09f96b17d496db3f196dc0a7dadee23,5.0,5.0
人民币,,"1,",GS,2114270000000.0,0,,8b07ac47ccac878a7d19bd33bad27798,,500.0
人民币,1277650000000.0,货币,公司,1277650000000.0,人民币,货币,68ccb51e1d1177d3769215bc6b993a7a,85.0,85.0
人民币,1369670000000.0,货币,公司,1432740000000.0,人民币,货币,1441a38e441d365a765982d2f8984f3f,20.0,100.0
人民币,1186500000000.0,货币,,1186500000000.0,人民币,货币,b4a57a1c0f600222de88acf4617626ac,3.0,3.0
人民币,,货币,公司,1511630000000.0,人民币,货币,597862ebf5e51c5bd55fd324109b686d,0.0,3.5
人民币,,货币,,2375190000000.0,人民币,货币,6feb650d2dd21e575c3620d5b7c9e2a0,0.0,4.9
人民币,1253030000000.0,货币,公司,1253030000000.0,人民币,货币,6562b2543336802a19fdabcea5c4595d,1.5,1.5
人民币,1395850000000.0,"1,",GS,1395850000000.0,人民币,"1,",0ef349451ea92feed887bfb417efba60,0.0,1.0
人民币,1341760000000.0,货币,GS,1341760000000.0,人民币,货币,7f17e2951b559c05dc3ed4c9829ec9ae,20.0,20.0
人民币,1334940000000.0,货币,,1334940000000.0,人民币,货币,38ba81d5c2cf244f5635b15f99d0cafd,150.0,150.0
人民币,1307460000000.0,货币,公司,1307460000000.0,人民币,货币,5c64afdebbf5e5d6781ac22b926a772f,45.0,45.0
人民币,1386600000000.0,货币,公司,1386600000000.0,人民币,货币,49989181aca46ef6b188944cb1048e3b,40.0,40.0
人民币,,货币,公司,2366730000000.0,人民币,货币,e4039e8a26ecfee19f9dec8b8250aa6b,0.0,25.0
人民币,,货币,公司,1732380000000.0,人民币,货币,bcd4f111c02e5f9e199c5572086cd7ed,0.0,1.0
填写/修改后已公示,,,货币,2403530000000.0,人民币,,5bfd9f9a733fc58958dc2a49c9c89ca0,,255.0
人民币,1378740000000.0,货币,公司,1378740000000.0,人民币,货币,628976bc54f63d1a60eb64c0a89dbd1f,0.3,1.0
人民币,1112110000000.0,货币,公司,1112110000000.0,人民币,货币,301efd1fc488665998d97993c12168dc,0.6,0.6
人民币,1169400000000.0,货币,GS,1169400000000.0,人民币,货币,df1879c92ec4ebdeccec16fe0a427536,25.0,25.0
人民币,,货币,公司,2348320000000.0,人民币,货币,9ddf6d2b2c203ecae17fe1f119379c69,0.0,90.0
人民币,1373040000000.0,货币,,1373040000000.0,人民币,货币,d00dddce9b27e0c8bf1b9bff30d78f82,100.0,100.0
人民币,1479740000000.0,货币,公司,1719680000000.0,人民币,货币,36ac5b65b211c481424b3a604bfbff3a,6.5,10.0
人民币,1323960000000.0,货币,,1323960000000.0,人民币,货币,d50b56ebc3d067a11d6744973e9b09a5,7.0,7.0
人民币,1370190000000.0,货币,,1370190000000.0,人民币,货币,d65e88cab913025d42c34de831d7fd11,17.0,17.0
人民币,1428510000000.0,货币,公司,1579100000000.0,人民币,货币,b3d24730f5b8d1da7d18fe6947e47e49,441.0,450.0
,,货币,,1732810000000.0,,,ba6c74d53fa59f335eb63b3b12aa101b,0.0,100.0
人民币,1271870000000.0,货币,,1271870000000.0,人民币,货币,9bfd4bf80b04c6ae1c615473f69ae6a5,20.4,20.4
人民币,1272900000000.0,货币,,1272900000000.0,人民币,货币,84344b238c5ee6cda2f58a19530ddcf0,120.0,120.0
填写/修改后已公示,1279640000000.0,人民币,货币,1279640000000.0,人民币,货币,18d6adda3f1626ac882880e6d9a625f7,5.0,5.0
人民币,1479480000000.0,货币,GS,1416330000000.0,人民币,货币,b2abdae97dda7b5b846400660ed351f5,225.0,225.0
人民币,1345050000000.0,货币,公司,1345050000000.0,人民币,货币,e67845b62e8d2b30b9386329881ba535,4.9601,4.9601
人民币,1347290000000.0,货币,GS,1347290000000.0,人民币,货币,8ac19173192235eec0bf32147e4d3c69,16.5,16.5
人民币,1282840000000.0,货币,公司,1282840000000.0,人民币,货币,910b16d24ec0addbabec2051440e101f,1.5,1.5
人民币,1293550000000.0,货币,,1293550000000.0,人民币,货币,5a0a158213f7e75ad6ee1c627f4f399f,10.0,10.0
人民币,1418050000000.0,货币,公司,1418050000000.0,人民币,货币,c1c7dcaac98275e26403758760e6b7de,5.0,5.0
人民币,,货币,公司,2701700000000.0,人民币,货币,9612fbc9164ba2072e3cd5f2091a5d01,0.0,25.0
人民币,1276190000000.0,货币,公司,1276190000000.0,人民币,货币,ce4763ecbccaac42ae099b4cf9a78856,16.5,16.5
人民币,,"1,",GS,2384960000000.0,0,,4e199bb532970a13c31029ab45529185,,100.0
人民币,1514650000000.0,货币,GS,1514650000000.0,人民币,货币,6173b92416af9fad354df18368144a35,225.0,225.0
人民币,2051110000000.0,货币,公司,2051110000000.0,人民币,货币,1e34b9c79c1b92fce522d02bb9aaadb9,100.0,100.0
人民币,1357490000000.0,货币,公司,1357490000000.0,人民币,货币,f9d97113dc920a98c470f04608533c4b,45.0,45.0
人民币,1365520000000.0,货币,,1365520000000.0,人民币,货币,9a0e7f5c8d7044d56050e4b07aeb873e,300.0,300.0
人民币,1162480000000.0,货币,公司,1162480000000.0,人民币,货币,dcc5af741843d5b0ad2ac3dfbfa6f5d3,17.16,17.16
人民币,1225990000000.0,货币,GS,1225990000000.0,人民币,货币,2853098f70414c69c431295176152262,200.0,200.0
人民币,,货币,公司,1402420000000.0,,货币,f62710f03cb37283d1aeac9dc11c9c99,100.0,100.0
人民币,1388940000000.0,货币,公司,1388940000000.0,人民币,货币,d15802cfa2482cde6cc34114621f71f4,2.0,2.0
人民币,1449500000000.0,货币,公司,1449500000000.0,人民币,货币,b9275dd4593026ce8a654aee7eaa29a9,210.0,210.0
人民币,1358180000000.0,货币,公司,1358180000000.0,人民币,货币,1124dd87f372080e1e796519470f203f,20.0,20.0
人民币,1429800000000.0,货币,公司,1420650000000.0,人民币,货币,9612b2f8632823e07ba373c7aa8fa628,45.0,45.0
人民币,1408980000000.0,货币,公司,1408980000000.0,人民币,货币,b4db1c98e78a8524a779d432a6b72006,8.48,8.48
人民币,,货币,公司,2410190000000.0,人民币,货币,234a42dc87f711f599d62a44df1d0962,0.0,180.0
人民币,1301590000000.0,货币,GS,1301590000000.0,人民币,货币,e49f2143f7308b202d4645542e41fbd4,10.0,10.0
人民币,1301590000000.0,货币,GS,1301590000000.0,人民币,货币,d578e61eca84fddaad52c67411777de2,16.65,16.65
人民币,2074000000000.0,货币,GS,2074000000000.0,人民币,货币,8177bba39397efc5a1151c9c27c3466f,0.0,50.0
人民币,,货币,,2419340000000.0,人民币,货币,787146c374a754d9959b024c5cc88a79,,100.0
人民币,,货币,公司,1441640000000.0,人民币,货币,6025f6e302a82e3a9e7318d13a656cd7,,60.0
人民币,1190650000000.0,货币,GS,1190650000000.0,人民币,货币,79ccc1d0ce7ff954f20e93870de2dec0,20.0,20.0
人民币,1369150000000.0,货币,GS,1369150000000.0,人民币,货币,4f594e72cde84b85c46ddb62489fc142,60.0,200.0
人民币,1374080000000.0,货币,GS,1374080000000.0,人民币,货币,419ec5a609a9f1ec01503268d1c0efcd,20.0,20.0
人民币,1366300000000.0,货币,公司,1366300000000.0,人民币,货币,144f8b754989a8d34b347be82f6bdc63,2.4,2.4
人民币,1394470000000.0,货币,,1394470000000.0,人民币,货币,500369af4e19206f356417950e78c221,1.5,1.5
人民币,1036510000000.0,货币,,1036510000000.0,人民币,货币,5ff188d704edb2edbf808d4d3a70c11c,16.0,16.0
人民币,,货币,,2051190000000.0,人民币,货币,6f156f8563188ead2982980af80ffa20,0.0,300.0
人民币,1337180000000.0,货币,,1337180000000.0,人民币,货币,36c611f751f3fa0cc8646d18e56d390f,30.0,30.0
人民币,1370190000000.0,货币,,1370190000000.0,人民币,货币,8690fffeb4ca4890b96d007092260787,2.0,2.0
人民币,,货币,GS,2070290000000.0,人民币,货币,23ece4fe180d008d69e02e231d321d4f,0.0,500.0
人民币,1169050000000.0,货币,公司,1169050000000.0,人民币,货币,e2c4612d161cc0b31e68384971736f6f,5.0,5.0
人民币,1013180000000.0,货币,公司,1013180000000.0,人民币,货币,b9b6e1ad89cef39edac3ccc65bf93d91,5.0,5.0
人民币,,货币,公司,2040050000000.0,,,cf8aee84e40cef1980ed73261bc973c6,,50.0
人民币,1323100000000.0,货币,公司,1323100000000.0,人民币,货币,b084e395751ea5b7f36cca39ec0e0b19,27.0,27.0
人民币,2083850000000.0,货币,,2083850000000.0,人民币,货币,e9f7d72f952053fa3761895f2865fda7,0.0,30.0
人民币,,货币,公司,1719680000000.0,人民币,货币,ad700ef8903677b773bd6a3607094ce9,0.0,0.3
人民币,1369930000000.0,货币,,1369930000000.0,人民币,货币,27d74f37be9f38844ce2a82517b5e808,5.0,5.0
人民币,1369320000000.0,货币,公司,1369320000000.0,人民币,货币,3fc35c8ba7dd7f218e2ed8c01e601fc2,30.0,30.0
人民币,3029410000000.0,货币,公司,3029410000000.0,人民币,货币,9befac49c6390fe97d89c83f22ef5fa3,0.0,5.01
人民币,1269960000000.0,货币,公司,2556030000000.0,人民币,货币,3c2f4885fcc67b194e14fe96c9c7e89a,99.0,184.8
人民币,,"1,",GS,2060870000000.0,人民币,"1,",236b2020b7fa8c22bcd06d943510f863,0.0,300.0
人民币,1309710000000.0,货币,公司,1309710000000.0,人民币,货币,ffc9804ffe9709c0e93597e91b09d00d,8.0,8.0
人民币,,"1,",GS,2043850000000.0,0,,6cedec503cbc54573dba907dda5e3996,,180.0
人民币,1398010000000.0,货币,公司,1398010000000.0,人民币,货币,eb0c57163158efd3d9e913c2f2d2f5ba,20.0,20.0
人民币,1339950000000.0,货币,公司,1339950000000.0,人民币,货币,03d026387b77eb018267535d6c48e99e,35.0,35.0
人民币,,货币,公司,2394120000000.0,人民币,货币,48356d3f8b935609764637d33762992e,0.0,60.0
人民币,,货币,,2088000000000.0,,,a40b94e45c82918992a6a64ddf4f79ff,,300.0
人民币,1147800000000.0,货币,,1147800000000.0,人民币,货币,618cd7a7fdf3bc7c719dc86da7df4484,15.0,15.0
人民币,,货币,公司,2395410000000.0,,,eed7426464896da25aee55a509d3c4cb,,36.0
人民币,1373210000000.0,货币,,1373210000000.0,人民币,货币,ba30610512e3d91856ade44435ac2e2d,40.0,40.0
人民币,1063640000000.0,货币,公司,1063640000000.0,人民币,货币,d1930963f7077a23d4c9cf5ff9052382,2.0,2.0
人民币,1412700000000.0,货币,公司,1412700000000.0,人民币,货币,7e9340a711397baf545b628dc295e34e,540.0,540.0
填写/修改后已公示,1322500000000.0,人民币,货币,1322500000000.0,人民币,货币,4e5b5b88e44099551223ff43be1ac14c,102.5,102.5
人民币,1383060000000.0,货币,,1383060000000.0,人民币,货币,2242ecabffc7d40ec32bbcd3483e3227,50.0,50.0
人民币,1022080000000.0,货币,公司,1022080000000.0,人民币,货币,e00958f9e82b71e1b55dd439b10bf579,37.5,37.5
人民币,1438010000000.0,货币,公司,1552840000000.0,人民币,货币,70ada51237068afe6f058a4ab2fe338a,18.0,90.0
人民币,1372870000000.0,货币,,1372870000000.0,人民币,货币,fce7073ea0649004085808cacd87fb76,1.5,1.5
人民币,,货币,公司,2398180000000.0,人民币,货币,122405e00d94703bb1bcceda3a48c5f3,0.0,50.0
人民币,,"1,",GS,1478790000000.0,0,,6dcf1c02ba4b1ef99d50dbf708f0c30a,,300.0
人民币,1190650000000.0,货币,公司,1190650000000.0,人民币,货币,0e5590d5b391348128104053681dac74,75.0,75.0
人民币,1461170000000.0,"1,",GS,1461170000000.0,人民币,"1,",fc337601549905d27b4aa7754dd3d2ec,494.0,494.0
人民币,1457880000000.0,货币,,1457880000000.0,人民币,货币,8127bbbf3099f075546c74483a3ef4eb,3.0,3.0
人民币,2359730000000.0,货币,公司,2359730000000.0,人民币,货币,c50708ffd4078fc2e12ed07434152513,0.0,6.0
人民币,1298820000000.0,货币,公司,1298820000000.0,人民币,货币,b8deab31ab32b0a466595013154c4a2b,4.0,4.0
人民币,,"1,",GS,1445360000000.0,人民币,"1,",9bfae4d51446ada166987d0e6d340371,0.0,10.0
人民币,1451400000000.0,货币,,1451400000000.0,人民币,货币,29e0c3d0fa2829965199ee8acd118e4f,0.0,25.0
人民币,1319130000000.0,货币,,1319130000000.0,人民币,货币,112d3f281b2c5a500db87027b12cbac3,3.0,3.0
人民币,1115910000000.0,货币,,1723050000000.0,人民币,货币,a42f90b529497378764bb9786688f9e9,30.0,300.0
人民币,1311610000000.0,"1,",GS,1311610000000.0,人民币,"1,",ce416481e3f960be7ea4e429cca706d8,90.0,90.0
人民币,1348500000000.0,货币,,2041000000000.0,人民币,货币,b386b868ca6a9ea535a6273d1d0e4062,3.2,36.0
人民币,1444920000000.0,货币,公司,1441040000000.0,人民币,货币,f18d0d9147f9b328382bdc345ed46446,2.0,10.0
人民币,1465490000000.0,"1,",GS,2393420000000.0,人民币,"1,",26edcf522e472ac83a1736097edfd25c,2.5,25.0
人民币,1280250000000.0,货币,,1280250000000.0,人民币,货币,8a0011072c2575e82434a90ac473eba3,24.99,24.99
人民币,1358090000000.0,货币,公司,1358090000000.0,人民币,货币,6169cf8589c996fdee4088c8c31ecdcf,25.0,25.0
人民币,1432050000000.0,货币,,1472830000000.0,人民币,货币,aca0f5f2ad9e65ca54e37f2b30029ac7,1.0,10.0
人民币,1018800000000.0,货币,公司,1018800000000.0,人民币,货币,869ee25497d5fbbe04f93410224ddc98,8.0,8.0
人民币,,货币,公司,1767110000000.0,人民币,货币,55b5936a9a0a55beb4a94427f7cea5ce,0.0,40.0
人民币,1424020000000.0,货币,公司,1739550000000.0,人民币,货币,94d741ccb52d1f733126ab48c1c45a83,0.0,37.6
人民币,1369580000000.0,货币,公司,1369580000000.0,人民币,货币,a81d90875bc252c0d32edf0ff252aed9,15.0,15.0
人民币,1308840000000.0,货币,公司,1308840000000.0,人民币,货币,a57f9c8813993149a008b001039a95a6,190.0,190.0
人民币,1363880000000.0,货币,公司,1363880000000.0,人民币,货币,85a518614cb841a97779212f0591a216,50.0,50.0
人民币,2049380000000.0,货币,GS,2049380000000.0,人民币,货币,ce0707cdf25534aff8e6f2b1797de13c,0.0,19.5
人民币,,货币,,1390490000000.0,,,ba13a365698fbe18d488060e371fb298,,20.0
人民币,1426610000000.0,货币,公司,1426610000000.0,人民币,货币,fc7b9fd5cddc3a26a2b40532f72760cd,153.0,153.0
人民币,782410000000.0,货币,GS,782410000000.0,人民币,货币,3613976a64ee3ca82f9d200ff55fd393,20.0,20.0
人民币,1313340000000.0,货币,公司,1313340000000.0,人民币,货币,6f5752a8c8a85fb286b6f35adc77e6f6,18.0,18.0
人民币,,货币,公司,2064590000000.0,人民币,,5a344dca8f2399587b71bb9296761b98,,420.0
人民币,,"1,",GS,2103900000000.0,0,,baff1e5705cbd909dbc680af3555134d,,150.0
人民币,,货币,公司,2422710000000.0,,,7d498ca65843087b6d175a16ad692cc6,,20.0
人民币,,货币,公司,2042550000000.0,人民币,货币,e54eb1ae30cda9b0c8aac7cc9573dd24,,5.0
人民币,1372780000000.0,"1,",GS,1372780000000.0,人民币,"1,",c8cd9e1dd25534da968ac311d6921bd4,10.0,10.0
人民币,,货币,公司,1417450000000.0,,,89ee0a58ff8b57594ef32cf0045c2fde,,147.0
人民币,1004540000000.0,货币,公司,1004540000000.0,人民币,货币,65d9c092a0ec84fee28fdc6093308283,2.659,2.659
填写/修改后已公示,,,货币,2107610000000.0,人民币,,73bd8498c73aa488ecbd2cbfac7db1c4,,102.0
人民币,,货币,公司,2371650000000.0,,,049f08eec28659ad4dff7127dd761222,,7.0
人民币,,货币,公司,977069000000.0,,,15128cf40fbe1ffb0453811157668022,,35.5
人民币,1320600000000.0,货币,公司,1320600000000.0,人民币,货币,1387d20a99f827bb70f4538da82b42fe,100.0,100.0
人民币,,货币,公司,2398260000000.0,人民币,货币,970ec3921cf28698b4495543209bf80b,0.0,15.0
人民币,2095780000000.0,货币,,2095780000000.0,人民币,货币,0532edf8701f0640db5e4cdf72430d45,,100.0
人民币,1244560000000.0,货币,公司,1244560000000.0,人民币,货币,7633fc4b03437dacbc27cea939cceaaa,1.0,1.0
人民币,,货币,公司,1572800000000.0,人民币,货币,b05d4abdba5c4595145d7aa66cf899bb,0.0,50.0
人民币,1258300000000.0,货币,公司,1258300000000.0,人民币,货币,7f3ba93f6ad572de38f5b018f7986e27,1.5,1.5
人民币,,"1,",GS,2373210000000.0,0,,84047698c50192dc4b8b660800ed568a,,150.0
人民币,1590600000000.0,货币,,1590600000000.0,人民币,货币,bb4ee06546faa44e0d29dca9e10398b8,0.0,0.0
人民币,1387990000000.0,货币,公司,1387990000000.0,人民币,货币,968cdcb3b42d3aa3a622865b729486f7,0.5,0.5
人民币,1072020000000.0,货币,,1072020000000.0,人民币,货币,de39e6196600e750bb805208321eedcb,30.0,30.0
人民币,1358440000000.0,货币,,1358440000000.0,人民币,货币,79a0e469648fd5b3150bd740c4b305a7,10.2,10.2
人民币,,货币,公司,2429800000000.0,人民币,货币,0640aec0d7199545416b9aa52eab5487,0.0,450.0
人民币,1446310000000.0,货币,公司,1756660000000.0,人民币,货币,d3a0c61b6ed440a8db25c3511efb81c3,0.5,10.0
人民币,,货币,公司,2983190000000.0,人民币,货币,b58109484d1cae611ada04c48a90ac6d,0.0,20.0
人民币,1361200000000.0,货币,公司,1361200000000.0,人民币,货币,00b751dc3b694755c35e109fa69d5b61,10.0,10.0
人民币,,"1,",GS,1779210000000.0,0,,3c73dd9349d93d32eedf0472ce4a38d2,,60.0
人民币,1438270000000.0,货币,公司,1438270000000.0,人民币,货币,91feac4f8976da0f3e5c11e7bbe9e89f,90.0,90.0
人民币,2995890000000.0,货币,公司,2995890000000.0,人民币,货币,0ceb9700690247fe180ad6a4fd216aac,0.0,90.0
人民币,1176310000000.0,货币,GS,1176310000000.0,人民币,货币,978563340d0744e1d2a4dc034f0e1e3f,50.0,50.0
人民币,1390230000000.0,货币,公司,1390230000000.0,人民币,货币,8b3ca5e225f91c5105d3e87516022179,120.0,120.0
人民币,1366820000000.0,货币,公司,1366820000000.0,人民币,货币,8f6e09254b5e6b36fb3e0122b15e63a4,10.0,10.0
人民币,1334760000000.0,货币,公司,1334760000000.0,人民币,货币,cfd35ecc6e4ae51a1766e11d548338b8,1.5,1.5
人民币,,货币,GS,2082640000000.0,人民币,货币,bf6b7b16a0360bef69ca075423116df2,0.0,45.0
人民币,1388680000000.0,货币,公司,1388680000000.0,人民币,货币,26c24ae6ddb187d32db720b958b57600,70.0,70.0
人民币,1445880000000.0,货币,GS,1445880000000.0,人民币,货币,b36a18ec996b94ab661b556e40a6ea8b,20.0,20.0
人民币,1303660000000.0,货币,GS,1303660000000.0,人民币,货币,553e681063ede9a988b16be08111dcdf,40.4,40.4
人民币,1334680000000.0,货币,公司,1334680000000.0,人民币,货币,85c865b29f3a6ac8d0db68dad1e23928,8.0,8.0
人民币,,货币,GS,2061300000000.0,人民币,货币,8f4d266d037a8d9fd040a9c189c57524,0.0,69.23
人民币,1218120000000.0,货币,,1218120000000.0,人民币,货币,e7a7ca3f174358d1642b625e1eaa48ed,5.0,5.0
人民币,1382370000000.0,货币,公司,1382370000000.0,人民币,货币,62c70b5223e4618e17320cf10c25edb2,75.0,75.0
人民币,,货币,,1410710000000.0,人民币,货币,499f7b48f80f190557e307e73ae059f3,0.0,10.0
人民币,1420390000000.0,货币,,1420390000000.0,人民币,货币,76edeb3dd87382f19a04b39798cf3386,50.0,50.0
人民币,1287680000000.0,货币,公司,1287680000000.0,人民币,货币,90ee663e991772bd6b9ad01254a91ea2,2.5,2.5
人民币,1375980000000.0,货币,公司,1375980000000.0,人民币,货币,6308104f98105921bac49db1ae581139,120.0,120.0
人民币,2384960000000.0,货币,公司,2384960000000.0,人民币,货币,52bcf315acb81692676794087f7c92c5,0.0,70.0
人民币,1733760000000.0,货币,GS,1418140000000.0,人民币,货币,e43448ecb91038b9b3715e2d8e9c259c,0.0,50.0
人民币,,货币,公司,2056200000000.0,人民币,货币,845964925fddac226a16158fd7485e25,0.0,120.0
人民币,1405270000000.0,货币,公司,1405270000000.0,人民币,货币,68f3201ae30399dd78705ffaa33e270c,75.0,75.0
人民币,1477840000000.0,"1,",GS,2101910000000.0,人民币,"1,",27ad22385e4fac59dd82337cc0b60223,8.5,44.1
人民币,,货币,GS,2388410000000.0,人民币,货币,145a96b8086d9501a267b464c82f0410,0.0,160.0
人民币,1400600000000.0,货币,公司,1400600000000.0,人民币,货币,b0b87b37adfc8d38a49ac8eb1f83b8da,150.0,150.0
人民币,1419260000000.0,货币,公司,1419260000000.0,人民币,货币,96b0af92f93c439921d8b12440050485,5.0,5.0
人民币,1260120000000.0,货币,公司,1260120000000.0,人民币,货币,eb73dae4674b3383519a00ecf87a5870,1.0,1.0
人民币,1181150000000.0,货币,公司,1181150000000.0,人民币,货币,880cd5aee687af5dc1f2f7778e2805f8,3.0,3.0
人民币,1287070000000.0,货币,公司,1287070000000.0,人民币,货币,ed89fab2d282b6630914561ba86b914e,2.0,2.0
人民币,1240240000000.0,货币,,1240240000000.0,人民币,货币,a27307e00b2b3a0beb46d71d9e567ab2,95.0,95.0
人民币,,货币,公司,1723220000000.0,,,88c8da2d67b421acca1e6ed7db2ea3be,,3.0
人民币,1352130000000.0,货币,,1352130000000.0,人民币,货币,105e2c2772da1e2910049fc49a16bea9,10.0,10.0
人民币,1381160000000.0,货币,公司,1381160000000.0,人民币,货币,42509036e3c42f10efcea458fc0d1a11,45.0,45.0
人民币,1393340000000.0,货币,公司,1393340000000.0,人民币,货币,bf361a4554afbcd075efb204a05d1482,25.0,0.0
人民币,1320250000000.0,货币,,1320250000000.0,人民币,货币,25ef2f86626c5f71136264d5415a85aa,2.0,2.0
人民币,1376240000000.0,货币,,2034170000000.0,人民币,货币,cd6bbe905e00db635b3194b23de54044,20.0,103.2
填写/修改后已公示,1343580000000.0,人民币,货币,1721490000000.0,人民币,货币,04001fbf9d0c1e6477bfcdacc7be6d39,2.4,160.0
人民币,1363880000000.0,货币,公司,1363880000000.0,人民币,货币,0cb01fcda53f86a2340f767bbc3400cf,15.0,15.0
人民币,1240330000000.0,货币,公司,1240330000000.0,人民币,货币,b5e05ae9c3ffb5cb4440783edd221804,250.0,250.0
人民币,1208360000000.0,货币,,1208360000000.0,人民币,货币,55c4d55b4c2a2e5c9bab43cac093eb0e,5.1,5.1
人民币,1113840000000.0,货币,公司,1113840000000.0,人民币,货币,5120a7312fa9590f19bd7b3761e363cf,7.1,7.1
填写/修改后已公示,1365260000000.0,人民币,货币,1365260000000.0,人民币,货币,cfddbce2e74b91d236bb62d24fdaf86c,2.1,2.1
人民币,,货币,,1451490000000.0,人民币,货币,9391a66b515ed99b4efccc4c0311005d,0.0,0.6
人民币,886694000000.0,货币,GS,886694000000.0,人民币,货币,7edd247d71402216ad46e7b4d8679770,40.0,40.0
人民币,1357660000000.0,货币,,1410970000000.0,人民币,货币,78f26857b686a0fc407d5798c5fc4620,20.0,180.0
填写/修改后已公示,1144860000000.0,人民币,货币,1458140000000.0,人民币,货币,fa1d3a792d7d3116f1bb9b0be81512de,5.0,5.0
人民币,,货币,公司,2366730000000.0,人民币,货币,cd08b241039d160fbbe619b5421beeb5,0.0,3.5
