remark,dataflag,alttime,altitem,entname,cxstatus,altdate,openo
,核准通过,2.0,经营范围变更,9af59758d074f4578c177c2563317131,变更,1264348800000.0,37012520100120000014
1,1,1.0,投资人(股权)变更,c924b1a1e10f96eef265ddaaaa99f3fd,1,1528128000000.0,9f4a0163afaa04b43dc9
1,1,1.0,住所变更,a1b578a8f5349cf64864025d183e8cbf,,1487865600000.0,37011221702130039
1,核准通过,2.0,章程备案,6da3ac52352a8111d7d133130a29ff33,变更,1529942400000.0,466401639bbab3bb2d0e
,核准通过,0.0,董事备案,cf58e552a8419c12e0e287046777c7c8,变更,1253721600000.0,37010020090924000041
1,1,1.0,注册资本(金)变更,62d03df3819a87679beda6c394c45b26,1,1452441600000.0,37010221601050022
1,1,2.0,村(路/社区),644b091a46951d3b602adc2a860845a4,1,1433088000000.0,37010221505200057
,1,2.0,投资人(股权)变更,b571cd4c00eb4eda7423368fac6eed5c,1,1376582400000.0,WB370103130813000011
1,1,1.0,村(路/社区),8783bd53f7f8a3637959a6538b8adad0,1,1528041600000.0,5de5016380603506014f
1,核准通过,1.0,投资人(股权)变更,6c4e0304d0c653fa65aa059bae98ec2e,,1502121600000.0,37010221707280036
1,1,2.0,章程修正案备案,87ee43f2a6a7d1b8860a9cc4ccdcd116,1,1474992000000.0,810001576f3d37221e6f
1,删除或者驳回或者不予受理,,市,2ceb3872f03190a89c7b0c57750a92bf,,1512403200000.0,37018121712050032
1,核准通过,1.0,县(市/区),b6a870911c1dd4ffe1d92acb1c735bb2,,1489507200000.0,37011221702250020
,1,2.0,其他变更(邮政编码),68c8688989a95fa66b4dad90dd4842ed,1,1177906689000.0,25188
,核准通过,0.0,换照,453580b61c86a3a5d452e2b5648249e6,变更,1419523200000.0,37012720141226000042
1,1,1.0,联络员信息,6aa1d2fd13e9f052709488b48c158329,1,1453132800000.0,37010521601080058
1,核准通过,2.0,县(市/区),bbbe22420a1524bb2e7d63fb2afe45d2,变更,1514217600000.0,935a01607be2cfc431a4
1,1,1.0,章程备案,320be7e30cfe6e310ed2265f9970c50f,,1462723200000.0,37012721604250013
1,核准通过,1.0,村(路/社区),882562524a0fa48c02f4b6060e58e3cf,变更,1530028800000.0,c7b501643efbee287f63
,核准通过,1.0,乡(镇/街道),4bc2239bb589a5ff8e981347acec6e1c,变更,1510070400000.0,f408015f99630ee610da
,核准通过,3.0,经营期限(营业期限)变更,b5359b941bb1936f4760adfceb79d448,变更,1370275200000.0,WB370102130531000002
1,核准通过,1.0,联络员信息,17277d8c4195e6da1ffa2261817a3dd4,,1479225600000.0,37018121611100016
,1,1.0,投资人(股权)变更,d7ace388a70563d4b9fb1f4c97a66f31,1,1403452800000.0,WB370102140605000067
1,核准通过,1.0,清算组负责人备案,558ced7217580c9dddd88e12fd3ad342,,1494864000000.0,37010221704270042
,核准通过,0.0,监事备案,410e523824591d4605ea0d92245ec09e,变更,1410883200000.0,WB370112140910000020
,核准通过,1.0,名称变更,367293f48f37725a6adeadc9eafbedf7,变更,1407254400000.0,WB370104140708000020
,核准通过,2.0,经营范围变更,0895ae47355f480331482a6fe4a9e08e,变更,1412784000000.0,37010020141009000050
,核准通过,0.0,监事备案,a54cec92a4f0431c50e3806d211a666e,变更,1372867200000.0,WB370127130703000012
,核准通过,2.0,法定代表人变更,464000b2803fdd8e072ee6bc516a4705,,1505836800000.0,37010421708220008
1,核准通过,1.0,村(路/社区),e7249d78084acb0ee05f19703e35b16d,,1517500800000.0,37010521712270034
1,删除或者驳回或者不予受理,,经营范围变更,da6a062f02518dfc2f414a971a578355,,1469980800000.0,37010321608010033
1,核准通过,1.0,省,c399686da6676c3a53f4f7d82dc56006,,1484668800000.0,37010521612230027
,核准通过,1.0,注册号升位,8d00c97611661a1b1e677c31c92e56f5,变更,1210648432000.0,3701002804299
,1,0.0,换照,ba34f51ec1707f21c92907cbb788af36,1,1414080000000.0,37010220141024000055
1,1,3.0,董事备案,fd1c6d090dee6e71ada6806c4c17b48b,1,1454515200000.0,37010321601290003
,核准通过,11.0,经营范围变更,f7a7cc8b7bc815804c752f8322766b8e,变更,1024848000000.0,zx42189
,核准通过,3.0,经营范围变更,716f02b8c17859d3b3557502f6e23eda,变更,1161048670000.0,37010214153
,核准通过,2.0,经营范围变更,32038436ee45e5013dc92a201aafe069,变更,1434988800000.0,1f40014e1f633261117a
,核准通过,1.0,经营范围变更,9337d8b0c099ee2cdd03acd7cb7b9543,变更,1295452800000.0,37011220110120000092
1,核准通过,12.0,经营范围变更,35e474970c2a5ab4c2aa85f47f50a40d,变更,1453046400000.0,37012721601110034
1,核准通过,1.0,村(路/社区),5f8119d24c5819ac8e59bbfc48b3add5,变更,1487606400000.0,3d8b015a5f58f6804ef0
1,核准通过,1.0,章程备案,99b3e38828377904489fa351891fd053,,1500480000000.0,37011321707050005
1,核准通过,7.0,注册资本(金)变更,6add6ef38256265aad91130edcb34284,变更,1430928000000.0,37010221504240013
,1,2.0,联系电话变更,7cdf0d36164255ce40fae4053a88bc72,1,1441900800000.0,37010321508110069
1,核准通过,1.0,联络员信息,d43d0dabd5bc346d0dc65f85d6153ff4,,1466611200000.0,37018121606210023
1,核准通过,1.0,法定代表人变更,eab858c2e83168d12e84c64810c2ecb5,变更,1528819200000.0,7a950163b5071b1c4bd7
,核准通过,3.0,登记机关变更,c81794d665a4eedbdea89d6fc408a5c9,变更,1347428715000.0,37010420120912000052
,核准通过,1.0,乡(镇/街道),00713a14c8b4d28a80f46dc7fb458175,,1495036800000.0,37010521704270015
,1,1.0,登记机关变更,34ec70d259b7e74bf955204042b533c5,1,1415221847000.0,37011220141106000058
1,核准通过,5.0,县(市/区),0bf040da57f1b8dfe44ca755a2e47e2e,,1463932800000.0,37011221605110066
,1,0.0,经理备案,e421beb7f62c8432fb8dcc0b22bf3b56,1,1370534400000.0,37010520130607000042
1,核准通过,2.0,经营范围变更,d0c4337d1054ddf2719f74cd8d2762fb,变更,1516809600000.0,784801612bd9650b58d1
1,1,1.0,企业类型变更,f6e67e361828bac6a19d77bea0de7d68,1,1449676800000.0,37011221511100022
,1,1.0,投资人(股权)变更,f5f9024c9f6ca0fb016bdcbefde0e193,1,1389283200000.0,WB370102131225000032
1,1,1.0,省,98ae6957ffd3c2403dbb95a41b51e901,,1501776000000.0,37010421707210036
1,1,2.0,县(市/区),a24c6e79f661e8c15bc211f92c0a951a,,1478016000000.0,37010321606090003
1,核准通过,2.0,章程修正案备案,2b08294b3d528699e34f0f91dfa6d4e2,变更,1529510400000.0,12050163f8527009572b
,核准通过,4.0,许可经营项目变更,d8c236e9eb63829553d40f690cb8b4ec,变更,1312128000000.0,37011220110727000005
1,核准通过,2.0,董事备案,f504b690dc61bbe6e28d2c07a65b2ace,,1488816000000.0,37010521702210014
,核准通过,0.0,董事备案,5aef75cb39b5affbeb7b5b6bb3afa945,变更,1263398400000.0,37010220100114000029
1,核准通过,2.0,住所变更,59ba4a07300b61d531edc8fe254355fa,变更,1535990400000.0,af4a01657f0e6df758d0
1,核准通过,2.0,章程备案,a5935add5e5dcc6cb4408a8c3b511362,变更,1445875200000.0,37010221510130080
1,核准通过,2.0,监事备案,c5d9899ecb6a594a51e1d0db20a9f651,变更,1517414400000.0,7d910161020380442e9d
,1,1.0,经营范围变更,eecd77a1c1ce5f6a93e5e321c243f270,1,1401120000000.0,WB370112140508000052
,1,1.0,省,eac56300e41745296be4af66e380522b,,1500912000000.0,37012521707170030
1,核准通过,1.0,联络员信息,8425f7a5050b0485f24d552b992bca39,,1460304000000.0,37010221603290066
,核准通过,1.0,章程修正案备案,71c4b4b5751548a0420c6dfd6054be49,,1506441600000.0,37012621708180006
1,核准通过,2.0,联系电话变更,3cddee2b8bf65bf3a9973b41587cab99,,1520265600000.0,37012521802230016
1,核准通过,7.0,章程修正案备案,e94326ddbb8c3c88b3b1eeb80a1270f7,变更,1455552000000.0,37010521601300013
,核准通过,2.0,投资人(股权)变更,606a44e0da4d862ab4a9b73eca0fb2a6,变更,1335110400000.0,37010520120423000170
,核准通过,1.0,注册号升位,c48ec50af0f203288bc7e8456691e453,变更,1211448349000.0,3701811459
1,核准通过,1.0,法定代表人变更,938a8d006985a554485b8d85e48e4782,,1483459200000.0,37010521612090076
,核准通过,7.0,投资人(股权)变更,e67789d7b19f0450ba522af84bcbf2e9,变更,1376409600000.0,WB370105130809000003
1,核准通过,1.0,董事备案,7f609016ae8c65e397d3e5235032b600,,1500220800000.0,37010221704250026
,核准通过,4.0,工商所变更,cde5e80bdf53587e270df1632e516635,变更,1532448000000.0,17d20164c4e6d67a53d0
1,核准通过,2.0,省,10844700ce9e7121454f8b9efa3c09ea,,1514822400000.0,37011221712280062
1,1,1.0,联系电话变更,76ea17673eac7c61ee836f6118450ba1,,1484668800000.0,37012721701070013
,核准通过,2.0,管辖机关,a6c93cc5fe278ffb013320f216262353,变更,1507651200000.0,37010421709080004
1,1,4.0,企业类型变更,92ee0b03e51c5d047f899e1c7691e309,1,1426003200000.0,37010221503040028
1,核准通过,1.0,村(路/社区),4a19ba8e1cb16e0d7b86b495680a868a,变更,1523289600000.0,129b016245fd7443215d
1,核准通过,1.0,经营范围变更,f5660ead2a8bbcdf1fd813d11490b239,,1503590400000.0,37011221708230056
1,1,1.0,省,0786208909c93f9965251bc689265eed,1,1531324800000.0,aefd0164829f30d81d8e
,核准通过,1.0,登记机关变更,f013cdf11110da25c3ecc1bfe6a7fb79,变更,1292633612000.0,37010020101218000002
1,核准通过,1.0,村(路/社区),bda80e9c62f74f8818f1f2c80bb488eb,变更,1529424000000.0,b58f0163de0001fd3ffd
1,核准通过,1.0,章程备案,bd01732b966ab1d749c4b643a5afd19d,变更,1463587200000.0,37011221602180028
,核准通过,8.0,其他变更(邮政编码),aaf40036cb64ed8bdb8f48810271e3b5,变更,1169692358000.0,370100144431
,核准通过,2.0,登记机关变更,4fb18c39858a04b9b59b6277651ee3a9,变更,1160702467000.0,37010511045
,核准通过,5.0,投资人(股权)变更,1eaa6ad6c10b012c8df0a3c35fb2f4c3,变更,1235318400000.0,37010420090223000003
1,1,2.0,投资人(股权)变更,ec4034de8dfc6aeb8b11553c04f2f8d4,,1474300800000.0,37010221609180085
,核准通过,1.0,法定代表人变更,e388c8f05607c8e3afcee6ba4fb19749,变更,1221096300000.0,37010238251
1,核准通过,1.0,经营范围变更,002c2bcbab204483e3b9d2df83b58f79,,1468771200000.0,37010521606230020
,核准通过,2.0,经营范围变更,22b7479be34c14106e0cf5ede077c55f,变更,1361808000000.0,WB370181130221000004
1,核准通过,1.0,省,39b4083c9447be988a6f194eca79fff6,变更,1531324800000.0,aefd01646ed7920b3495
1,核准通过,1.0,乡(镇/街道),92ac35ee444b317b96a15961e6c47f3c,,1479916800000.0,37010321611010019
1,核准通过,1.0,章程修正案备案,fe8cac506c1155ec60f73be4dcada70c,变更,1445961600000.0,37010221510120047
1,核准通过,1.0,经理备案,98067b52fda6a11f8494260458636e99,变更,1526918400000.0,15e50162668ac057339a
1,1,1.0,联络员信息,18ea06e1986f11b59d71b4e6406b58b4,1,1471190400000.0,f74f01568d3f40b634fd
1,核准通过,1.0,村(路/社区),0b18f845414803fd75104ca5474f9d70,,1490630400000.0,37010321703160040
1,1,1.0,章程备案,6ded2f96ceb3db7b8240c86eb69eb076,1,1425312000000.0,37012521502120003
1,核准通过,1.0,清算组负责人电话,53bb8fe2f1bdb65e468ee67cc07c9ab4,,1499788800000.0,37010421706270050
1,1,1.0,监事备案,a7e990bdc2b20badf8750b918ffacc16,,1495814400000.0,37010421705260059
,1,1.0,管辖机关,86852e9362c22495b3b4b5273f371d09,1,1436284800000.0,d756014e6cb0f84c7d1e
,核准通过,1.0,注册资本(金)变更,31ccc8199c123c2b6e2f8f123c682356,变更,1078448105000.0,3701272023
1,核准通过,1.0,乡(镇/街道),84155e957b0b61fb2631acc0c7aacda5,,1484582400000.0,37018121701160005
,1,17.0,其他变更(邮政编码),e0a719d81280acc3368e61d5d982cbdd,1,1158134552000.0,3701048247
,核准通过,6.0,名称变更,de6984a19cf5547e1dc72d256bd99aeb,变更,1127177345000.0,zx109655
1,核准通过,1.0,董事备案,5efa81ce8967f7937bf14738842adbfc,,1459958400000.0,37012721603220020
1,核准通过,1.0,县(市/区),d4face4a759aa17af47fb9fac20c8b19,,1505232000000.0,37010321708280020
1,核准通过,1.0,清算组负责人电话,c2c1e4fee5a8e74f4bc59078f04fa53b,,1513180800000.0,37011221711280014
1,核准通过,3.0,章程修正案备案,53db617e9d79e56c1432b63dfc578333,变更,1464278400000.0,37010221605160091
1,核准通过,1.0,经营范围变更,9caafb6b5d8e6c0bf1b81cbf18797f6f,,1499702400000.0,37018121707040025
,1,3.0,经营范围变更,275770057dacee6b70603097dfeb2225,1,1112067492000.0,19810
1,1,1.0,投资人(股权)变更,19d95bc350792aa28d63a98877666758,1,1423670400000.0,37010521502030001
1,核准通过,1.0,清算组成员备案,84ae2a828f65beb45df36c4a56ca417e,变更,1526313600000.0,54a10163247b52962750
1,核准通过,1.0,省,5c6a81aaee122dbcd5be1705bb4cc595,变更,1429718400000.0,37018121504220007
,核准通过,1.0,注册号升位,94c48746caca158960e7c3c4d803f266,变更,1207190771000.0,sj15775
,核准通过,1.0,财务负责人信息,08911c803260a26e66f33c7eec61bc2f,,1512921600000.0,37011321710240009
1,核准通过,1.0,经理备案,a6b4f7602b6100aaabcf278d4aa969f1,变更,1530028800000.0,b58f0163d3c6c861031b
,核准通过,4.0,经营期限(营业期限)变更,f693868334018ddea387a4f54fbcf367,变更,1019577600000.0,37010030901
,核准通过,0.0,董事备案,f6db6984eb90b4ebba02ecc3dde4b212,变更,1340208000000.0,37010020120621000033
1,1,2.0,投资人(股权)变更,91b73e867666c50a213e1145a6b6aeec,,1460563200000.0,37010521603310048
1,核准通过,3.0,投资人(股权)变更,31339829484f2a48fee0971ea3d329b1,,1501084800000.0,37010521707260023
1,核准通过,1.0,董事备案,caa7757b084ef3bc41169ee002bbf2d5,变更,1476374400000.0,81000157b6aa60361545
1,核准通过,1.0,村(路/社区),35c30adcbc26e40e7549dcb4f55502ef,变更,1488124800000.0,95e3015a7d37076f5189
1,核准通过,2.0,章程备案,4f429b0adecce567bb26245ccc5dadf4,,1513526400000.0,37010421711270051
,1,1.0,县(市/区),56b6dae6cb69ade6217875874ac66f31,1,1449072000000.0,709c015166c8b1711b1d
1,核准通过,1.0,联络员信息,b6fa5ca21d4e98c181ae45b3d83359e4,,1484582400000.0,37010521611150030
,核准通过,2.0,登记机关变更,7136d291081484ddf12f439429e2a629,变更,1290652664000.0,37010020101125000295
1,2,,县(市/区),06323d6de0aaa72c52bccb32d2ede5e5,,1515081600000.0,37018121801030036
1,核准通过,2.0,投资人(股权)变更,10d6936a5d466e6db58e441e65bc6c6b,变更,1427817600000.0,37011221503250024
1,核准通过,1.0,经营范围变更,dd11829438dd5e1e475b223429fc4195,,1504800000000.0,37010521709040084
1,核准通过,1.0,经理备案,c1bcc8cbf17089bb05df3a88caee4f0c,变更,1534089600000.0,44f6016518023a58714c
,1,19.0,经营期限(营业期限)变更,253e12859c92ce31fbf68a058685ef4e,1,1379260800000.0,WB370112130823000016
1,1,2.0,住所变更,1ac259fad6cdf85e031e59107a759ede,,1475164800000.0,37010321607220004
,1,10.0,其他变更(邮政编码),f3f9c9c164e52236cb54c46759ba8d01,1,1402329600000.0,WB370105140527000012
1,核准通过,1.0,注册资本(金)变更,af226473766afe1e9eaa10385715cf58,,1507478400000.0,37010521709140113
,1,2.0,村(路/社区),a108539533bc5e920c5f5bcd3bd3310d,1,1515686400000.0,8f810160dde59fb637ec
1,核准通过,3.0,注册资本(金)变更,85b85de66b2b0a23da198abc4ce894e6,变更,1434988800000.0,37010521506160027
1,1,2.0,工商所变更,03655e562e69a82ab14775b1c755b2e2,1,1517328000000.0,37010321801260006
,核准通过,2.0,注册资本(金)变更,da33c48623f8d3782eb4f04bc51715bb,变更,1401120000000.0,WB370105140525000004
1,核准通过,1.0,经营范围变更,1d96387ef2d0a6251dde7fb30eb46e3b,,1510070400000.0,37011221710250057
1,核准通过,1.0,投资人(股权)变更,9dfabab9c14e7f5b05b799d190df004e,变更,1432656000000.0,37010221505210101
,核准通过,4.0,其他变更(邮政编码),67c3506aaeca245ae5126aa4d09793fa,变更,1111111172000.0,3701275106
1,核准通过,1.0,清算组负责人备案,42ad5a223831e128e6298beb6eaaf741,,1497542400000.0,37011221607100008
1,1,1.0,监事备案,b10835ae57ba537f1b52ff8a883a26a9,,1470326400000.0,37011221607180026
1,核准通过,1.0,投资人(股权)变更,5fff454ed0fabae38f7f6aebdab21faf,,1461168000000.0,37012721604140075
1,核准通过,1.0,清算组负责人备案,129affc54e08654afd84f6d5c2b3123e,变更,1531756800000.0,4ce5016218501804010c
,核准通过,4.0,经营范围变更,0507d131cd3a0470402eeb91853123e4,变更,1411315200000.0,WB370102140915000019
1,核准通过,2.0,投资人(股权)变更,4a565db5dea2335c3b897470f30206ad,,1497196800000.0,37011221705150009
,1,0.0,董事备案,cad307d85439d3e929f54f6fb9c1b35e,1,1332345600000.0,37010520120322000117
1,核准通过,1.0,住所变更,44d8692276a01f6b86491150d1df746b,变更,1446480000000.0,37010521510150010
1,核准通过,1.0,监事备案,63e50b902bb1eaf3f255f9048b4877f3,,1496851200000.0,37010221705180002
1,核准通过,1.0,联系电话变更,98d92a354271e3f7eed136342cdc1fc4,变更,1530806400000.0,c7b501644acbf1121321
1,1,1.0,投资人(股权)变更,4d99abb0a690eb4a3738ef47a7fc865d,,1502121600000.0,37010521707190055
,1,1.0,经营范围变更,5d4121f8f699b3c78a97688283c78ea2,1,1420473600000.0,37012520150106000031
1,核准通过,2.0,县(市/区),499072b0381fff5cf508e84e8d6ba99e,,1508342400000.0,37012721708310008
,1,0.0,董事备案,fd40ecc43b016b9df897d7d3caa2da39,1,1354118400000.0,37010320121129000084
1,1,2.0,经营范围变更,509bb38eeea9b4039253c4ea074bf09c,,1474992000000.0,37010521609120014
,1,1.0,经理备案,2b3a76081324d23c3ddcca10444c9cb8,,1499961600000.0,37012521706230002
1,核准通过,4.0,省,871ec5e5c0fc82b95f1c21e40e50aafe,变更,1448985600000.0,37010521511200049
,1,4.0,企业类型变更,d7e5324da031ced6e6f4a49ce94f838e,1,1406736000000.0,WB370112140618000001
,1,0.0,换照,d76b26d86f67ac2b409cdaef067de2fc,1,1415894400000.0,37018120141114000004
1,核准通过,2.0,章程修正案备案,9aba9508666ae2c9b85034877861ce9e,变更,1527696000000.0,517501632426a1142638
1,1,1.0,投资人(股权)变更,a0ccf0df5eba79ad08f7faac4db41036,,1502121600000.0,37011221707310003
1,核准通过,1.0,经营范围变更,b29b7dd45b6c810dbe16eb76f8a3ebee,,1492963200000.0,37011321704100018
,核准通过,1.0,经理备案,7eb64838343a5d677b18a2030956ed58,变更,1443110400000.0,37011221506260046
,核准通过,3.0,许可经营项目变更,b89e102b8139e000c9af73e09762b137,变更,1337616000000.0,37010220120522000024
1,1,2.0,市,adc97b0b17449f47f2e8153dd87906f1,,1468771200000.0,37012721606300030
1,核准通过,1.0,名称变更,516472dc84cd7da5966fd62c76ae2a37,,1491494400000.0,37010521703200030
,核准通过,3.0,注册资本(金)变更,4a80845517bdc8be3ba232630629c379,变更,1253635200000.0,37011320090923000049
1,核准通过,1.0,省,b068e08e7d9276b3baf13bd34a4f4442,,1512921600000.0,37018121712080018
,1,3.0,实收资本变更,cb04ddff19ddc4475fa5b3dc0b663340,1,1294588800000.0,37011220110110000005
1,1,1.0,经营范围变更,70e3687da9fe1531f090e77f12c1d82e,,1466092800000.0,37018121606080024
,核准通过,0.0,监事备案,681604e37da92b1f0e22a365f1171c12,变更,1394467200000.0,WB370112140310000059
1,1,2.0,投资人(股权)变更,636b67d17a927368cb944eeae557cfc7,1,1457452800000.0,37010521602240011
1,核准通过,1.0,县(市/区),d089fc11bd70a10e4f888b01d6fe7230,,1503504000000.0,37012721708150034
,2,,经营范围变更,7d8d7fb73c196b0511a61be42deeffb2,1,1445875200000.0,37010321510270006
1,1,3.0,法定代表人变更,f7f0c59006af236e0d4dd56b8ee66206,,1479916800000.0,37010221611180095
1,核准通过,1.0,号,66dbadda1c26f217c9435873ac84dd04,,1516723200000.0,37010221711010055
1,核准通过,2.0,县(市/区),80092ea0cfa11cf721be2df998406a97,变更,1524067200000.0,ffb90162b2758ec36e5d
1,核准通过,2.0,法定代表人变更,b4b00e7da35ac9c918db8f9e907688eb,,1477584000000.0,37012721610240046
1,核准通过,1.0,住所变更,473c672c42cab39f426f8481e94e8309,变更,1431014400000.0,37012721504220003
1,核准通过,1.0,清算组成员备案,fc4a0baa10db2a3200482a9eaf6de3db,,1493222400000.0,37010221704210125
1,核准通过,2.0,市,2d9d1ae2d945abcc7f4ca99f1715ecf7,,1471276800000.0,37012721608120058
,核准通过,5.0,经营期限(营业期限)变更,b96ca596b9d883cd12e21b30f1217258,变更,1381939200000.0,37011220131017000011
,1,0.0,换照,223e9650c7d143a67a758874f89a1d58,1,1418054400000.0,37010420141209000091
1,1,1.0,董事备案,c0d5d4f707b9831ddbd2860a323f53fa,1,1509897600000.0,a360015f900ca3b91bb7
,核准通过,17.0,登记机关变更,0d7ededcfee20177f8b3e949d4a47f6d,变更,1156209055000.0,3701047803
,核准通过,1.0,管辖机关,f673315a0d40ba41ca0b1bb2b0501088,变更,1474905600000.0,37012721609200012
1,1,1.0,住所变更,d3dd6f6b2d0a75e1e32edb84d7f1a34d,,1467648000000.0,37011221606220009
1,核准通过,1.0,投资人(股权)变更,4a7da04553c4c095a6e177808d98efa3,,1517500800000.0,37012721801080002
1,核准通过,2.0,村(路/社区),4c1b1fd71c0224bad85c6d025c02565b,变更,1522166400000.0,5f7001622d6677c8050c
,核准通过,2.0,住所变更,139f5665dca7db4f41539524228cc45d,变更,1395158400000.0,WB370181140115000006
1,核准通过,1.0,企业类型变更,044205f9d33fc00dc1c88ac4b9308243,,1507651200000.0,37010521709140060
1,1,1.0,章程备案,2966585a6a89c39dd4f6ffd6c497d103,,1492617600000.0,37018121704190018
,核准通过,7.0,经营范围变更,aec7c71bd25a9922a742d8aed942f495,变更,1335283200000.0,37010020120425000037
,核准通过,1.0,注册号升位,fa9c32890d30fd0f94a5fd5f89ede681,变更,1208230688000.0,3701023261
,核准通过,4.0,号,ad3261fa5f24da661cf82d7f2f780532,变更,1427212800000.0,37012621502270004
1,1,1.0,联系电话变更,34cac5d635eae9579c514a5be035c542,,1492012800000.0,37010321702270018
1,1,1.0,经理备案,0f9c4d2e44d78ac01ed926f26fe61b0b,,1481817600000.0,37010521611220030
,1,2.0,注册资本(金)变更,03177158a6dbe36c28d963fb1a85babe,1,1376236800000.0,WB370113130802000005
1,1,1.0,乡(镇/街道),b95c404090e34a9356265c68b41229c7,,1514908800000.0,37011221712200039
1,核准通过,1.0,经营范围变更,fb221f2eeb949b9fd2a350a1b85f270c,变更,1475856000000.0,8100015779d2957008c8
1,1,1.0,村(路/社区),6144c47f59c3498654d7362b604a8099,1,1436112000000.0,37010021506090019
,核准通过,11.0,经营范围变更,193d42d1484a527c6c5951701eb4b13d,变更,1157333683000.0,12504
1,核准通过,1.0,投资人(股权)变更,bed68a86fe43083cab88edd78e58176f,,1470758400000.0,37010221607130017
1,核准通过,1.0,清算组负责人备案,831abdfc41b815d650cc44268ecaee5c,变更,1526486400000.0,5175016329fcb51004f3
1,1,3.0,住所变更,656dece9029b8ea7662255a4bf3a70c1,,1479657600000.0,37010221611070067
1,核准通过,13.0,经营期限(营业期限)变更,3040707c2998eff7ea5b944c32b7f77c,变更,1425571200000.0,37010221502050067
1,核准通过,1.0,法定代表人变更,59ad812d5a5afed6ca19ed2b5fbef47c,,1511193600000.0,37010521711140049
1,核准通过,1.0,号,2c1da4cf5b975c5b8ebc580552fde54d,,1484150400000.0,37011221612280005
1,1,1.0,市,c43e92cceb46e175dcb78af2f5259c4b,,1494950400000.0,37012721705080069
1,核准通过,1.0,名称变更,aedd990c7f9b99e38a2b921b397404a6,,1501430400000.0,37010321707280063
,核准通过,2.0,投资人(股权)变更,40af288015d0892cced659674737a373,变更,1398355200000.0,WB370112140418000044
,1,1.0,注册号升位,e08eeaeabd02a507f0d320ef3d4aaf41,1,1209088562000.0,sj12181
,核准通过,1.0,其他变更(邮政编码),f994f1e606954141908dd551c624629b,变更,1524844800000.0,c3fd016264c446142a97
1,核准通过,1.0,章程修正案备案,3c919b4afde2321a6c1c362de4bf3590,变更,1530633600000.0,c1530164457336a7424e
1,1,1.0,乡(镇/街道),a013eca1d07b27ea4bbd6f4f8ef88b75,,1511366400000.0,37018121711230016
,1,6.0,经营范围变更,71e19555faa4a0a32fb133c05b0d6038,1,1168391411000.0,370100143396
,核准通过,3.0,一般经营项目变更,c138545a571ebd419b8f08989f91c455,变更,1367769600000.0,37010520130506000134
,1,1.0,住所变更,4eae83f218838373a6773c53f18123db,1,1320163200000.0,37010520111102000047
1,1,2.0,企业类型变更,3d4fa6804bd045197d262c679dc856c3,1,1527004800000.0,9122016342d5562c0c93
,核准通过,3.0,一般经营项目变更,26ca6d056dd1ddc8c8034c9a8907f116,变更,1381939200000.0,WB370103131012000017
,核准通过,3.0,投资人(股权)变更,6e9a43c526ebac6d8e461207c253e157,变更,1401033600000.0,WB370102140519000013
1,1,2.0,村(路/社区),341dfb61169e0d411967a26304cf5fac,1,1466697600000.0,37018121510270052
1,1,1.0,经营范围变更,b9927146896610c9f30a08d18c9e411a,1,1531065600000.0,c15301644a5c84bd6160
,核准通过,5.0,一般经营项目变更,d5ebcbf3150391dd980cf3fb7cc5e568,变更,1306080000000.0,37012420110523000035
MC37010220090104000001,1,7.0,名称变更,ec43109f04f09bb9abd22cec5b1e5113,1,1233417600000.0,37010220090201000004
1,核准通过,3.0,乡(镇/街道),b39f0ab198e7c34d06231255424ebb79,变更,1432224000000.0,37010521505040053
1,1,1.0,经营范围变更,a040f83aaf987334fd4690128ca3bbab,1,1445875200000.0,37010521510270023
1,核准通过,1.0,经理备案,dc2c25927b0cf87b1059625dcbad94b6,,1493740800000.0,37010421704190038
,1,3.0,号,c1e8d788af26a8c14366df13fdf25fc0,1,1484841600000.0,326e0159baf127bf642c
,1,11.0,经营范围变更,3954dc894243904bd5464e9549a6c20a,1,1432483200000.0,d663014d89997b1f661d
1,1,1.0,名称变更,38d98e8606042a69a5d9b24edebe52d5,1,1456243200000.0,37011221602160025
,1,1.0,许可经营项目变更,0f6a6f5cbb753357aef8e04b44bad493,1,1392652800000.0,WB370103130816000012
,1,1.0,管辖机关,fd410463888d69c11eb5d9bba1d5c0d7,1,1507478400000.0,37010221708100088
1,核准通过,1.0,投资人(股权)变更,6c398bcf4d9dd419c60a374b8bf7df08,变更,1530115200000.0,59cc0163fd933b1754e3
1,1,1.0,号,e20fd19d8e5e7bb6bb5045756d257676,,1461254400000.0,37010221604140054
,核准通过,12.0,经营范围变更,a73fc714c2aaf80d2454441f09fdb646,变更,1148258959000.0,370100123344
,核准通过,2.0,工商所变更,4a09acbe332f2916ce172af2c06676bb,变更,1501430400000.0,37011221707260051
1,1,2.0,投资人(股权)变更,50c0ddf10c2815768ffe28fa1e5e0f00,,1466611200000.0,37011221606060077
1,核准通过,1.0,监事备案,7ee7a531f7c2e07bc2038423bf737863,变更,1530547200000.0,b0e60163d6d9b8fe3277
,核准通过,0.0,换照,4c514a8a8a08918a0d3b56218cf5ebc1,变更,1416758400000.0,37018120141124000048
1,核准通过,1.0,监事备案,d12cc759d1d67f84102fb31913f3444c,变更,1431014400000.0,9db3014d3127fccc4e8a
1,核准通过,1.0,清算组成员备案,6b03b984326a33acfbc97e05f2e8b815,变更,1526313600000.0,e07c01635886083f189d
