entname,qcwynum
299304373fd4fc5086962a8054c86e9c,8
ed43fcbea6ff040170bf8479eba0cdf1,2
a12ef907df7a22301bf1818b69c6be72,40
155e2034d66f421efa4ddf524508d0be,12
6f18795d8434ee7f2be2ca2979291bc1,12
c9a4721bbff8f24a20ce6c6b36967e03,14
f32853823a925eba2e0a66e9bbdcf5f1,15
f3cef777027aed5c6b5020e97d55af57,11
f611baad33ec0b15b8b44201ec6e22d5,7
a6f98169f858f78673465e84077a8843,30
278a4a1087bec9ac557b552f5600e6be,10
1d19a014948d493588a18a34328947e5,1
b08aec8039b87280ab0c83b35444ca50,25
d60b17de5bfbf57210121493cd139118,5
fd5bc388a23247c92b32040cb224bed8,10
60c26b96661bd4a52685819e50081e65,5
78da3a420f91d6d97013071ebc6e1d0b,2
7ccb1e13cc61b991098f463b8aeceeab,11
c7f73caa94d34f893c84f4b65fc0fcca,17
41069af1b5ab3c6db6894a4e72c5e24d,9
7baed824f03d3be503f08cf9efd57b0a,4
1516aca0a8feb5bc4370836e82f7bb63,5
46a842430903c3c6bdf492c9fe02c5d1,5
28509315c007554813137e63d98b727d,15
cd52a571788fbefb7259aabe850963b6,7
b6776a5c1ac61e7ba8ebf1e4259f16d3,15
6cbcf57a4dd1ff001fe5f4d3f25f03c4,9
082b378bc54114b7440994d8b202e6a4,17
c5133fe3cd0fbcfba95cd4a80973750e,1
1ead99d2e645ca76da61df821822bc71,7
12ee7d478ff5166d29d760886bd7ca11,2
ac83f35dd14607963d9f70dfdf2cec2b,35
f29966a06f580f8b7044ead584a4ecb0,6
c26cc15a0c7c04ea0bf415cec7e38d07,4
87e3ff62b7efd4fc6ead336b23e94a63,10
0cbeb429bb6d837c0d3fa414124ebd3c,2
c385af0241e959a8eb13ec217876d20d,4
5caad35a3e5d9c85df32f13290789e4d,8
1482cd753d44fe4dd3c0b986ec2a7379,14
eee556db2e387858cc8e675573eb3c70,12
738e6e5fa536214363cec70ba9b84527,5
c9b3b7ad86dc1c86a53d48aad3fd77b6,8
c94bee682556ec14a47e81018e3a694e,14
55c91e33f4f174a08216f4c9875295ed,7
7ea37842833a2ddabd40b911def06b01,5
db13e751b4504f1e8381573391d92158,5
7d4e7bb9b3969d7d642e33bd378cba40,21
360d613553c4dbe53f02798100584087,19
b317bb5f7811164d89daa3e5246ef43a,15
97ecf84d2832cf83e05aed41e18e3f60,7
2a68967eba533c5a3ec17064142ab48c,19
b4c499c421a39aef00ab6216cbc48a15,5
884d40968deaec7667a7690dff104b4e,3
07f73e59c939a099d5ccb832b9a2a635,3
ef4bcbc9f9d78faeed506beb9affb480,88
0fde0c618024e280aadc1d8f188b58dd,3
04751428b2cd4ecdc50b4c328b532790,2
2e2627de6f0509cdc53e30383f49b3b1,1
7b193344f6c916961f07b7fc63503ca0,3
ec7e8bf75cc7e45c173735933a004850,10
409862b205b9f966cc755bfdd306c53c,4
f54601284d49efcec7b53d6bb681d018,7
4a06d03016cce7a1f244a3142d220acf,4
c3e9a0c416ce0f88e59008f8f1885e2e,5
235d193a8bb492a5282e995123e19b28,19
eb195d14d8b13122e559b6c0c68711c4,14
bbb6f0ca152c3231bfcc3d3ce6ae42d3,5
7642960e0e030919bbb6667c06aecbab,1
0b8becce4ac40a350df2a8c73c622e15,5
96180bdb03c373aa21a93738aa35696b,15
198e290f5b849052506aeba03aa5aa8c,2
901ee4b21df942645a27f6691380301a,5
c434812eb049f4c7f599884fc897f497,9
1485c4462755b05da80f3195380c4e33,4
7d74656965adb2ddc8dc91aca857745e,4
efe9bdb0802387577a8be063572d3dce,5
14ad550bedc0e1fa2c355eaab5fd2948,3
fa4a8e7e6529dff45f0d09359d36e3bb,7
c12d8b04cb84d26208894dddd0fea595,5
4045db9650fbeda6f05f8509fe65e54f,4
d0e5c97845f21e60b0c3e80ab7c3e332,5
4d85729f5c1696dfec58f9a490612531,35
f0441e7349b4375c93d7faeccca0fd8f,32
3c6539de1bf400b1bd6541d5915b23c6,2
506eb3ef8cb5d69d4910fd32d18a39ec,7
b3cb45ec022a7f2f4dc1bca7a4de57c1,1
e60e2b5fa31f845874c4ea66bf94b7c3,10
55537172025336b96d6a0609fc1efc81,7
a565e91f5de838403078736d36a7fd6f,16
ea527ab9814beb3e6af97fd43f9e2aac,15
7c31a233a3a66009b5b324df4084c170,59
a8aaae2c96923debc9453ab0b046035e,45
4866d45472145913dcccbecad26be85a,3
1ef393c0be824d20a68816cead64b7ed,3
2f4810103d85d2fba4449c6e43cf4e4d,10
abb272b52b8448902e2f3dc44239d9a9,12
a9278907b68f2769bb6f3468b4f6a176,6
3ebf7ef0f878b1581f12ab25b8f048df,10
112402c9e67b3c9b0d52d1504ed4c995,2
7d48cb499f44114a69c916abcbd8121a,1
1d9fd256ce92a6d62d242e696f54ee09,3
bb0774d5070b29788e9eb4e00b1afafe,7
cb5c9e08cd4ec0b50d784c4c3fdd3202,7
f5673ac27c0a4a2003d4062f707b2135,5
bbeb4e2247b85ee74b1df9780deb4778,21
490b4c46c3d96be57452106b0453f550,9
e4bd0d4e117ee1111ad840c5331fcdfb,9
a9147ca8cc2cb55b90139aa501f93fd4,2
2c626c8b96602c7fa5a3261aa7fabd10,34
af45d82a49a7e3e676e5f923918dd2a9,7
9574662d966d24abbc9f62085b98883f,1
0d51badc4ea0123baf1c73cc82735140,9
109250d559dbb995a1f9af7ad70a816a,16
dde987458039a4c7d97bcd273371de6e,3
6376a18c30ba65a934853ad265a06a92,7
afaadd9c81aef63175e66272f4c67b34,2
69a63a829be77a527fe7cd014205b19a,3
3374477f518cceb40880815853cc83ac,4
d3506115154a286b304d4bb1ab1476a1,1
f661c9226e3d9667078dd571516e4e91,5
2a865b0db7475d5b0a55b104fa9dd6a4,3
1a380e2a2da2b917f1a6e69b1bfd7afd,3
3294662edae571e7008abaf0d27d9236,53
72f76fe501662c461cee4d8c2d643393,2
432a45d8048a97274c1de9ef8d031cf4,2
8f98c143e3482890da6f32792db359da,5
1bcb7291fdce1231fb93ca083980f819,3
49bb0bc824bc5a2c2d34a7795721fe86,5
3abad4f2626ce1599b7d118d5df7cbff,7
86a92b048470d807772241a2c906f758,3
d9b61441ea1a2af50e81759cb50dc79b,5
e9504af8b96c4972f5a1612a0de95d22,82
df2c6e8d4130404783ff0172996473a8,3
e2c0568eee5a8404b7206e6908a4bbc4,49
6dc9bcb6b635b7751d2e0448c544b54c,21
56cc24773f981983c6cdc39bbd176121,6
db6c4427e9c324e267289f36e4b653f2,45
edc3205e9cf1e2bccbe739ade67958b3,19
7964df2857b7f2270e5756f725399541,11
f912251f39bbbd22a4d5cffd5804ea13,1
61b74c7697d86e8834d67ec803e67322,3
8e3660c99c10034f19ac1b189525af19,6
a51beefb916df5ecf2e044b609b96bbc,3
8a704730f8ede69f72b9ee4f6eab16e9,6
1f3a232625b80488a3bba60399b1e29d,9
599c89d3678b3ac593d229d86c4f4e23,4
572016766e9a88519bfc05f9ef85ae3b,40
17ea3e420f2e13bfc3a05401ebc4457a,4
9520c1e24671df50648af02f8500b695,5
efba4453cbd383d4a7f83c1bba593987,2
009644071bdda664eac9e9f7e693e7ed,9
fe0d9a731074f21d0f856f9077ec6026,12
47c9185a31723e31c2c4f26e2598de64,3
83cb39af7eb3ea4cf906e6dc36d83695,9
f98e89f2ed2fc74bcdf38b409eaef1c4,6
b27451cd1bb280fbc18cfd649db71aa6,6
776cf3f872c395414658c00dd43bd2cf,11
2e2c45a11a7ab364ffb8d61e54b194cd,7
2e4bd54ae3fb289ee968831d0d504e80,7
35a4056dfa56b03301598bb9a2557fa5,70
a66e30a7cf3e194d31c629f46cd5f1f5,20
c6ffb92d79cf136068a9197fbb9b3097,3
058bc8d676591b305a7fff39267a2a1e,3
847153ff06e0e545c7f72200ae32db74,10
edd22822ca1b97d4920950a6a67fd8ef,30
f5f32b1374182d95aef917c843e20c1b,15
e30cb714efe2ece7bc6b4f14005d7e05,10
bce564da78a0439d48fd266beff125fe,34
5efb6e0284dbb4d4e0ec159998e5c283,25
fcfbfae53ae088c4902257fd4ada9b00,11
f87cbb387069c6ee86b3a10f553b8ae8,4
d55ef5877b61a67dfcdaac8946e73172,6
1a3da6787489726fca1d2a49a5ff9501,2
043f34c5cc610ce069866cf8044b828d,10
8f39d8b305b247bf52bb4210326625ec,75
bfad064b6f8f5fc544b2d96fe0476443,8
8373daec131aa063a00ccddfbe5894dc,36
0fb2859ee09e80462b3d9a66be688b76,5
485bb3c8039eb56991ab14b8b49e75a7,4
d7d621077dd846517e78868b1a052f49,22
0bccdcfaca192e4e747daecffd8dfbdc,4
1b958320e3a1a73789f85577b0139569,13
281aed662de8d387b021a06d0edc1f90,34
fd29ca7a87875e2510f65781c395eb16,12
edf88a73f4697cbe95dfa1b8881643de,4
e89aa200eb38032bd08fc8a401d14a71,1
d4d5f6b6c2c1a8226fe0a7e13d7cb104,4
7a87d403702fab525f20c7cc0d1edc27,21
c8289b9c23db321e4bb250f7a0fe8002,5
e4ddeb7cf8e44a8130a996247c54be6e,21
c8c4b526150b03b58559b8250658ff6b,30
47130f0d22a7cfc8e54302fc2804a13f,23
bc41dc583b4ae16f89b6204440c38502,68
8853731aeffb3a4f8889447113b6c5b4,21
06a45b6f3e04d7d38327a6f34b4222c1,60
289a837ff7a1f2cc088ab31f2e90475d,13
e656400b228d225c188a1b28e7afaaba,16
6903ecbf12eb34b98776b52cd2ab42fa,14
ac65b0181870688c4dc232e19cdb9543,27
075933af12a23e09ce970a648c85d194,38
12b7aa4e853394c51507470a9a89e849,7
628d1fa2d2c808551cb7492a2a2dc068,18
1fe4855acc54eafa3775eef52e5569da,12
3c95f7348bcba3056b29c41a987e5d6b,14
c359b50d81982e2ad8e13c1f91a81cb3,1
1a7ae2607204345ac3b9ff4961c1ec07,22
1d19f6de98946dcba385157230b1b9bc,93
98143e0565e2f828ade036d6f2cf9e59,22
c4822166847fa5210c1e802aad0233ef,242
4c57611913d07ccf7d24fafdb662b37c,59
420da8cf1ded839f532013485064cc0b,53
f67e84968120ad92d3ce32c89a162132,57
0c07b88571236df495498b4a164c01a4,199
0b89e2b6294926250ad3b471b8bbb81c,81
9f37409f6714bdb243445f444a99e2a0,33
223a9428b2116995529967a5dccf62ec,67
88df997d2bd04a874064b425c2d25aa5,28
313a300cbd95e43faa3079f199940ea6,77
cc2f5456292493736baf3806775393bd,27
cf3ba33c20edbfad2c83850091b9e3a9,22
d19e50a942159fb99c6a9008a1a4e364,35
a779c5f5c861178af92de0ca88c8086f,16
e360877c9663158ee0c6dd6511ab9c94,10
a41fb4f6739236a388874fd3cfd8e351,17
c04edf8966844d1ced97b999c3342e3f,37
1b9778eb2f7b22f46a6e35b73c046706,26
c9a38a6fa394800041b9750d292c7086,53
b6e5fb3201682356824a625a20b0e952,27
93574d2621596a9c06581d361fbd7ec4,22
ad4a0a6bfb02006446e0533fe6e1f112,16
1a8517cea940f3b5424bd9497026f118,66
6df90295f0a0f2fcbebbc34a2eba1eaf,19
9cb646358d3396ccd6cb05918c476ad5,26
15a00163cd9583a0613329d22b2184c7,19
de6ac983f79c432e1928daece312aa6b,17
06e6da0cb228a53f298fb8624cae4dbc,167
d28c1326918171575b0855e4f2e4b4ca,15
6943c6d393934cb25f0e143e7148783b,22
654eab7c0d1a20021bcba4847724e655,24
e1e1d3f39b287d8c23a682795deff29d,58
a781d02e595b7b8fd01154f748940d57,12
9a3e346c1904104ae39fb18a70f3b63d,27
b89fc7a4e8ad725969e1d3ff1b690049,14
12059a9668dd192c5b23268ab05b7330,12
72edee53d69dddd5f5d983598b34cb6f,23
96ca7bbc145e6699c85c6210c2ed027a,30
508adb468d137d8f783d29bd344a630b,22
249c48a275449ff499282745d8da12df,45
e3f7a3ce49b3ce32683641ff2562fe0d,7
6b557960e0ceec2746c9c1ed6e2894b0,4
9624349d6a99f141643ca3ea6d6b218d,32
bf8d8f349fc189dfd3f7807d2ec87c92,7
806575cc568462a5465f06349e994de1,17
28e4781d60a08b60ed9c876c7edf2494,170
78b04dea58551bce7744526d3ec42c9c,14
57096ebc58fe7fb539bcb29c7aa44113,12
8a9daaf15bb02768b9c8d0bac9ddcaa7,85
a3b32005580e82369e26667d6671b5c1,31
c17ab9c8b10a83637bcdc979c9f84888,18
f16f75c5de73d6a23529c4a272bfe915,18
5cb1a23de78f8603910b764f78ce7d7f,8
a9978dad97ba52255134631c6ef9b0c7,14
5353f1fc118d2a8a21b31677aebc7212,20
cab35afd8c3ac27e0dfdeb1a40f190f5,8
97339361b6a1488f3dcaa4f0b8c23337,21
351634908ea4052620c439e27b7c3417,4
70273fac52b4cf69a551915067eec62d,15
a6f303c097f5ede4d962e039d8ab57cc,13
6cf934264e1526539f5345679897885d,25
36f91933b36f7fad865cac6e776b6a2a,1
e8a6c579043a4395abcc39a19c9de5eb,8
75f85288b76608419a34f8921f4b20f8,9
3af38d6953fa19e1c89d3304ff6910f7,5
e7cc6bf11e4823f1dac8c4f6c14548f0,11
23195e6996caf634539f7b81d90b5565,9
0a8b627b3368fff4f39399a95e5ba593,12
d6f3ef8faa9e24c5fa5d610e10dd2fa9,1
1a2f75f01ae77ae4562fced0bf5a9c27,1
81e20659494694b17c6a30419722f68d,2
c5faaa772b55b96e72a2f31c2e26ac06,1
66b3327cd9f7266f9a87a586ff4c1608,20
693f0bcded39b7c94cf34e8222ea0527,13
802088f6f6c63a90d3b280fd4f94649f,10
137480a8d31c1d11df1c366a76cec911,21
7b5ea7f3e1dcb6177d3576a63c26576a,5
0e2f6055f1d59a58bb769599e4662454,5
5433fcf863e978a8889668a50ac902e1,23
f723adbd208c9f3e063487b1d7a9e06a,4
5585ebcb44266ed46d6151d3ea472e17,4
bb2a99eb06294aa17cb7c25ae543238d,1565
0989d2fc5e5cbe1eb5bec7d274af1fac,2
b26783b24f8336d6a0cf7fb11a5d20da,51
cb86792ce1d3052c8e5dc6096dca3f2f,5
c7a3fbd2bddfe8c34ad32da811a2251b,3
0a7a7b4fbc280ba064b47f299eef077a,124
64c4a46ec30a666c5148460a066cbe58,8
93ada003bcc24876922f336a98ef09d4,5
2516935f5708fe9d406b1db8a2f6faf4,1
a142a04330cc0b6e0edcf53724758266,2
a8fd1c41b401de5ac85b756bed2446d6,22
fe8290879be4e162c92f7f07e80e9c74,3
be6cd8334d5caac20fc998c87ae2ec8a,3
c2f29aacbc2f201a27021394687b0a2e,42
6a02d678a71f056f5d838594378d060a,4
77255a05b164ce12f02d664fcdd8797b,4
30ed1ad40006c7f52b459552e76c990b,7
d7eeb993843d9227c090e394662ee957,2
d0ec137a125aa6e84cf810fc0506ee87,4
52fdc3169e2e9b6a91cca7893bed3922,4
cf58e552a8419c12e0e287046777c7c8,16
7db2cfcd75e88cc248f079a94d17255b,3
3c9984f8e810c3d9cb21de710278ce1b,17
934ac519326ff8f4f6fe75ab43a1f476,5
8fc55fd11a7a6e793625d35d1c6fc824,21
c5a1ba69b53ace5e076ecfdcaf7f003d,5
573ed65c0d453bfc277553d16146f87d,7
2b3f7b173869790768c689f7514357b6,4
e36dd642d6b3ee9964d8393464b7995a,8
4aa9ad3f5e0860e5f7612a318248b367,3
eaa2fc51d23a146f403e520da8e985b8,7
0e9d0f0b7c5cf1934a74bfcd91b0b9d1,10
c7c027c859b3fa23d94c67f43fedc903,2
031736ac76c3db639ec7cbac6b720fc6,6
2aae9c3fe80a7c3e8c6bd36fd19b9abb,3
c8be3ab16c5f82b99e8713c28f9c5110,3
8b659e0db3e182eb97d3ab08ba25e566,14
211160d0011bde4db482378120f066a4,55
26a7dc1d44f172eb6876c761b8dc0264,3
fb287a67c66275a85c03568b3f09e3a0,4
6be008ce1f7add81bf4492f56452c31a,2
1991d698d04244f98b41aff6bd74e113,6
c0173374b363980433db295762d0c466,2
6b2ee4fb4cee8ab22a8e853fff33b21b,7
f63cdaa3aef1b01dc93d894f4807af4f,25
8168f1126c1b2d8b5c51e330dab9d84c,43
ee77e6c86854c5f2352a317c52a73982,12
94ee049db53f82af69bc98f41e6c5ee8,6
78048c837dddd65fc1fd0563f2997246,9
57b7575d80f2774e1019c186a1d4ffad,6
04c093947506dfb78584ce63975c4344,6
9b5b60c8bd480beee291db05d4adf468,4
0680c2a6a81e63d73b315a5c6e150eb3,3
de05bd65e10f206ece6aca76c0971803,16
a6bcc8b6e5ccac03dd32b21a7b22767c,9
a81f3b0d70b892b497a218acd9b2b126,16
5903e6708f48afec71e6dd16eda9a05b,2
b75fd637d73999f770e6b8a4a4c5a409,1
b6fa5e6170b69d7fc2d7279eef5fa438,2
da00ac0f0682082cc195006f8865845e,3
4dc31f3c141ae9ea5a3e31f92f5cf62a,21
626c0a34282dbc80eb2edc7755db1a0b,4
5d97406246cc69f9b92a21c8a61f51e5,9
d145e62d524521e95e37270bea088d9a,5
70dba7b684956a91a0c1683ee7243817,5
2ec86cd6fa1cea64a650d8e526921b3c,2
c638df778c78612cf99b7a902f4b3b3a,6
580c6898c79622dfb383b94b77e15a3c,4
ae42930d0b22784e56ff3e9a07cd32e9,5
79ef674df0bd85fd17a4ff71571cfdc9,4
9503cc1c9e4ca0562677b1b017e60d47,6
de94ae6f14c8da19475d43f7aca2f649,2
c89ee0cfa28fc5e7f79b9b71591cf42e,13
f701fad210b98a039e0457cadcac9701,69
7ff15ada18f0efc06d61b0deca3816a8,21
615bd54175bf18957da912a09d0a37ea,4
286982285f6b0f33967f6537b81b1041,83
b4a5ec2a1e7f2bb02eb4d5755f55c1da,23
9e8ff1a8c9352f5d714c2b37a157d6bd,58
a84d9caf80743888b62adc9f122ee4d0,2
b7246fa3802314a06486f12376eb2cbe,10
5bcc0fcbda04822b65c0445a7a222db5,14
25fdbece9829e30afd1c13767cbdc328,4
415e9d6fee0fea83aca0411c3cebd702,3
4f9150385360f8151bbab10a1760cf11,3
84786e6ea1ef4817ccbde4a61e71507a,4
015fd408bcf1b6fd8bdabd7e5fe2e15a,2
0fb8528048e20d3eaefa096bb9cc182e,8
03e5bd8a8d3fbd53a7547756478e71e9,1
76fbd8d587f023fb483615968f1d44f7,4
642fcae1211890a28dfa812219d68c95,2
576649e8c48e34a9d004137d4110b184,6
8647650b0d7775c9c7a6cfffaffa8fd1,14
44aeeb93e0afd005ede3f45a236e4516,6
37c4175ca9e4247033924dd48dae5b01,1
c40d643c498b59ee57bfc579023ebb8e,10
22a26740980cbeb6375b549854a80de2,12
1e0c4dc6c9e56ef1c545902d34dcab18,20
1258ab4156f5f2a6380cb4bc75810dfd,15
23e15582a5b69ce9b168c32d655a8274,15
24e40242617b7997e9ef45dbc2cd13e9,11
98d0624e8696753d72e166a8830d8ab5,77
9d6fdd4f4e18b29e3b77224bee7cdde6,8
97cf398e3a33c36ef66ae440e2eb76f2,2
cb739d383b97b360b9b90ddddc6fd7b1,6
ed3c82dc0c010c403cd7e710b0f9690a,10
e6f5d91fc381fa3c6324def15e0d0395,17
2f4ee8ef976d92421eeec2a5b8bf573d,17
de530598f165d4bba0e4ab78a996ca68,19
1833cd379e78e8cb5882b64dcda6618c,6
bb3ddea3505effac81eb3384c228203f,4
f30b37ea80750d45db9d66a77c457db9,19
79e91eb991938f125308fe192ada1708,3
d21716895c65d41c4da9c03e4f29013c,18
7c1af9183b9287e5e9760a399c494499,3
4917ff0a52a505e31a026d9f2a55d7fe,4
45bc784529e55a7176cb0f4834e860ce,36
334a9a82884812910d80dae7dd92b713,25
dcee048a8f836362a29337da7a251f58,12
783c830b8a084623432962af2814438b,29
44433481c5b54b4ab56fc449de73efe3,12
93428f0fe4357ed55de983ac373366db,3
83e9f7461f0c5348544f1e07811555dc,16
a42c1f8da2a896008d0002b38e0ecfa3,14
c889c8af0a8913b2a3b0b2d48116de89,29
b63d1cdc6bdfdca86e7afe5df9680fa5,9
3209409a2c9cda7873a6d8e480547f01,28
2bffcc59ae7308539da608f587587211,6
9813b68b5f27602f2345912bd193be20,19
511eaa95b10b2065ffd20241ffd1fed4,5
f7c11d07f9adcd5047a39c693dece05a,13
e767c8159aec664ba321a67ee660c601,4
38d9c0d98585dfeec229dc20e1235c35,6
03d2700df667fd83a0ad3ca8171fdc4d,28
e733621dd5e454f5f98005456215f8ed,4
bdc2e0829423b066b80997e9e3952338,31
3cce861926e9e5cd6b666f0ac9807e60,15
a05b230ec6061c05531bcf9b1e584237,31
5b51acc968791cf69347b4e34bfe1fb8,6
86561f7c927fa53a915bad4bfdeb46fc,5
6e7c2376c242d276de2d3954e1db3c4b,5
5ae33ea824094c8d204dbed4eb1a5c95,2
8851b2628cd4f8fb1fe196384f0b55a4,8
00111c15d04f52d472cf677bbeaf394d,6
b814b476727c9abc547e02cbcc11e676,17
fea3fe76e6ba7435632f4c4b829e6dc9,13
7b5ee478567d9dee621fcecd98e8a72d,65
3fab747ce4f1af696c3ec3e859732911,4
2fd1aa1140a519d3ab8856a8e4e48a10,8
e94d89c00be616ca5fe238ca07ae27cc,2
4896a621f59a82e18880239005b3dd97,11
7b0364bbd625276403ab9ee5ed0c3e3e,7
d463d4df8338b44851232938a2a7787b,31
0c9930f8f305d36e5e13adfa3c5cb57f,35
7b5c24c4379d11fad8ed51b6bc48f0ba,216
78f7c895c961f4c1563f6fab36aa5f9f,10
56342358088274aef20fc7355c9fcd7d,61
9c6ccd472204fff5d94a4084df52e833,33
9e4661f0b4dd93e0e265e6971559fdf4,45
5e0cc9bea1c547b77093797c16b06d80,16
9658e287384deb2ce58df20d5da6033f,22
0f0cf40aac1225419ebde92560a107c9,87
b44004b5e9bc91a25990d4b32ac85d7c,16
81658ca712dad3650d7634c1ce786fc5,13
e51c593389def9942a0bf1a684f7e359,326
aafff39fce1af377111d9e2965d88e68,35
39b6b7e57833f200f051ba1960caa2fb,206
284fa5768e6e4227874314f18b875c79,11
501ee64e1508db4735ea57bfe4e0067c,7
6189ddd1e3e1722be9dbf7c2dcfe2e9f,23
eac595f79d1a9aacfc075071dd0f1dc7,187
e9af91fff07976559cac2ca2c53f797e,73
fa60acc2412ec51d5cdafa0443eb7c42,23
7be4dd8850b49e1ec084912912fb0e3b,16
42daa37b548cf2701977d709f943d0ba,112
10269ebfbce252f98b968d09b04722b2,88
f0926a96510339ae659855bb11584974,15
34ef477603c484fe24e6efd4108f4005,13
ad6c737fdd159066605813ac386e2943,9
7ff3d89811ed7bc8ac575ad4b1284a19,29
894196ec41d5cbac76cdabfebba87d5f,60
3874e6d445a75b08dd02cb9799c31db3,19
5656f490672b94f23e1c9cad069ae8ce,12
dcca68bc65f0361af37caa3de608f4ca,10
9ead5947643fd197d9c89907c3d0a513,55
c536fd8be9d6bd67b744367263f39ee6,16
37bab23a372950e07381f850099aad2a,22
09d03e360dc83443036c384f1be78063,26
6a5b6785e45f9f4ec65d2aca64cdb90f,5
bd0d2d5776dd95d75ca09547375b15ca,6
05b02470cd6ec2ab41b612132bcb291e,22
e4d2b9dbcc83f876c8c81c6845f0f9da,24
9ce46839358427e16f2943a1967cc12f,26
5c16756c80c16c597b406e55783c249c,30
70731c61efd259de275b05072567a432,24
94648f230dbf7a8c5c9c3d3f6392c283,3
29561e2603a4498093d26b53ff2225af,15
19f9d85e92134b7e6179add79e6d82d1,6
9542c10fa2edf9711b0a64c80b171d7a,27
e8f313f9963b189b5cbd2277fceebbbd,61
fdecf99921c5010edb11e2fe99742f53,12
d7e5324da031ced6e6f4a49ce94f838e,10
245d099278ac6ace1bf27a76d91b8381,30
fda8214d0cf3b16c179a51937e87252d,3
73ff5929a2301d287363a56804800f92,17
b374465c84e23e0ba10785f7dcde9887,40
cb0fe3a36bf27570ece5b54c5f0aba1b,21
0a8d5a53514dac60bc243e2b00dae036,39
41c7c346508c2fc69ec92b8dfb24a7ff,20
baaea5fefbc5e3271cbc928255d6d10e,22
78c8706b45952d753f3b30620eeb5ee8,18
3bb1a3080d1d5dcfe42423fcbcbfcaf7,17
a18caba20f06a4d4a281cdab9d855104,19
938ce83f85caddddbe643c7746417228,16
b4648d86c3e726821f5f8428520b5993,20
5544872e6af007a1f117f8b89414cdde,25
fe33e55fd9efd76622092051b4c604b3,15
81c790c9111f28d8486071a254a97690,12
b1bed14212550529353c91c633771369,13
9142bf26acae79e6e4b27ee339bdf743,26
727aa85fca35182780345dd05a749741,13
0c13a674c2645f5691fe7cd7c7e6a987,57
122e2e8aef1df388dfe22cc5846fe602,14
98c39306f06c5ebdfab566e4c75c7797,12
37073b0a9a43749953ef205a1b1abd23,23
7a6644746f25b43b59b298ee499cc956,15
feb2d02193dd6353163f406047fc6b88,17
da41c6c6704c4613878230db7a29a659,11
d53afa90d8a67dd2942b29a24a0bced3,8
161236e945282233526004780d0015fd,29
f52bb7dafadd46796034a1cc7f55658f,17
3a9f9697f59909b12b924fe82eeee4cf,7
851055689b9ef79d7630af1978d45f85,7
c248487deab98cb5686400073b0f6bb5,6
991dde864bdd101d16a33d430aa4abec,13
0021fd05a19fe0abb2a0e2af3a052b9a,13
31e0b3ef6c7ee6e6b4ffa986d35acd2b,16
cfc2d039f5756bc15ec0fa473d1a1f4b,9
7158052379646649d8c895d7808b61ed,4
f5d08a74773f5f2df9c3d0b4b0919565,5
b8f7aa8224e68e8163f10d01fc1c2b09,4
b9a1d5ebcdeb631eb028c3a07e03d59a,14
f7691af663406bc4c848069c99ff1549,7
a669cd4176438bea5f70a2a0dae20f26,2
d73d869e73d766bd07ce144632303a3c,5
5e95c60a0030274e5daff11de2c8bf58,4
f8bca7cf67e5263f92ddc5a4dadf80c6,4
da9bea5d9a4f03df3cabc2281ff00cb3,9
73001ee5eda5dba01e12c066b75a4cad,15
5d52752cb0003dc6f99fa4062d3aaf58,4
a2502419e6db1c50f040bec90debd600,11
7f1ad3ced8c537fd5af58a97e56d8525,11
b1cf85e95b8306f035e969a51e772899,7
2a3cefb1d80c5f08dddc3e06c3a0804c,2
5351902be44ebf9f3187feb4ddefd672,4
4cc4a5817240aade1741d8958b0340b1,6
e4adc25384e381137c00fd9221658f8b,3
0885655a79dd5293e5c5775a8f21d1da,2
cd21217b24c846d5cad1719db8af2f29,1
b376cc82f8254574833210a58f8d9d1b,10
879220ed0c52b597bc8699b91238bd83,4
31c98a1b0f800fe7a8d9fb6d2360efb4,10
61128936b794f2ac92a365bb3de1ecab,10
d6956fbdc33da220e3902f069fbc3f77,7
b501101e0ed48c553120add860fb582a,115
206d82565f2dc9258596b32dd3bea27e,4
44bdd05a8853f6204aae809d7f8afbab,17
f904fefc363ef36554ed9c353db9bd49,6
9c9543f08a475f91dcd502ec4c4cdf9a,1
98a4f26e85d5f42f03e5d3c22de0901d,19
e7fb032266fcade61544cb38f0cf001a,6
4896bfd349b50a3301dad6f020aee4af,42
65c65d07768a6042418018c1f5e3c159,32
28aa2766dde0912c19290fc417a49aed,8
7971248bfae5a959061a1784b794515f,16
862b8f4a29605fc0e93c7f3b8de11677,16
967d7cf17cb1d852df3a730b4b6ef1ad,3
3da9ea350c18a51d85dd776733501664,17
d160f0d3e9f5d0630a18b51a987afbc5,29
05c147264c628526c8e9bc8486bbc565,3
341a556d6f73e4a40835922c2852d619,1
1a5841a0419437ee531582725d1b314c,11
ea38c4f01a25dbdce8a0d18c27f2e24e,16
54fd74f9ce1e56c021b86f05ebd5683a,40
b41e05221e7b252397ac8a46e4894edc,4
1272faa120fc30b5b39782344002bc83,4
855dcd01a80909251a1d7e3fef0d1be3,3
02ab505b61df3362c4eae189f3bcb086,46
2c67326b4c4491e1484657d56a02f74b,2
c9f5a3d09fa3b6114d4ec69d3cc43475,15
afe2d03bbabe4dedb8aef9a66c94e1f7,21
2bfd298f38df8476a0c364133fdeed20,10
973f1d80b8e160c328171ffc55cc7aa7,25
928127b3cfc9cf4e88cb3366f2abb067,31
0d748acb8f82d5f1e0cfa7202b8a565d,18
0915e55deb0d4e75b1a2044875320664,7
