regcap,empnum,estdate,candate,revdate,entstatus,opto,enttype,entcat,industryphy,entname,regcapcur,industryco,opfrom
288.0,5.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,制造业,6ea728d434b662ae7d58a35e94df7368,,    环境保护专用设备制造,1490000000000.0
300.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,制造业,deea0573268f1645186a0ca8e9aa74d2,,    轴承制造,1460000000000.0
10.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),,批发和零售业,ec88cd75d74e85c712143f429258b1dd,,    中药批发,1460000000000.0
200.0,1.0,1450000000000.0,,1530000000000.0,吊销企业,,有限责任公司(自然人独资),私营企业,批发和零售业,3c7bfc6471adebca9ddd58846cf10ea9,,    其他未列明零售业,1450000000000.0
550.0,8.0,1120000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,9b59d99d65ca41eb9a59cb8a20a0698f,,    汽车批发,1120000000000.0
1111.0,3.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,51eb02d051aeeb82a5e55b8c1ce13710,,,1440000000000.0
106.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,5c3278d9dc174324e0df864af67a72da,,    糕点、糖果及糖批发,1460000000000.0
480.0,4.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,ef65929ac349c3760b471b614777582a,,    其他未列明商务服务业,1480000000000.0
300.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,96a19a69a2dc5c0408545716063152f3,,,1490000000000.0
300.0,5.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,1f8b41106b0b696a66042c8a648aa39c,,    电气设备批发,1430000000000.0
0.1,2.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,cd60f9758d65dc48b5b3eda85cebb03d,,    酒、饮料及茶叶零售,1490000000000.0
50.0,8.0,1060000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,16afaa08b37263cf66aec2d59ccfaee0,,    其他化工产品批发  ,1060000000000.0
500.0,3.0,1310000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,12afb3882ba6061296efc646e64e7438,,  其他科技推广和应用服务业,1310000000000.0
300.0,5.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,住宿和餐饮业,8e585e41bc29eeb5ca84c7cd571a5c00,,,1480000000000.0
20.0,4.0,1290000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,制造业,61e662f31024551240efdcdf6da63302,,    其他未列明电气机械及器材制造,1290000000000.0
200.0,3.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,文化、体育和娱乐业,201e7fb678de3a1f630c438f38f18c56,,  其他体育,1410000000000.0
50.0,8.0,1170000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,5a13c4974d5f7d8111acc1f5f12864cd,,    其他食品批发,1170000000000.0
300.0,3.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,农、林、牧、渔业,39e419c5b9b849afa7254df4a44ea17a,,  其他农业,1420000000000.0
1000.0,5.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,文化、体育和娱乐业,39636ae01ddb1b502941fa907b0469c4,,  彩票活动,1500000000000.0
300.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,科学研究和技术服务业,263ed4eaa3018a3cc73ed833e43305e1,,  其他科技推广和应用服务业,1460000000000.0
300000.0,5.0,1360000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,2d815c4f6cdb768e99e4d51332fe9df1,,    蔬菜种植,1360000000000.0
300.0,3.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,9e382761da50648a22f3fbdfc7a86067,,    其他未列明信息技术服务业,1480000000000.0
500.0,5.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,17b868f030a373084b4460206079ab93,,,1470000000000.0
20.0,2.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,居民服务、修理和其他服务业,8dbf0fe376d3b872a57a26eda20575d8,,,1410000000000.0
100.0,5.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,7d2e69a086881ff41a902242627885f0,,    其他未列明信息技术服务业,1450000000000.0
10.0,3.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,ddd71fdb728dd4faff4f1c74f47280fc,,    其他文化用品批发,1400000000000.0
30.0,4.0,1370000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,2f8a493e1c89cb952cf2d68409c52f69,,    汽车零售,1370000000000.0
105.0,8.0,1080000000000.0,,1530000000000.0,吊销企业,1710000000000.0,有限责任公司(自然人投资或控股),私营企业,批发和零售业,7afedb2a6d7ae8a7b830060682b0799b,,    其他机械设备及电子产品批发,1080000000000.0
300.0,3.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,建筑业,9e9f47b4f27d12a2d3b265f93189abdf,,,1440000000000.0
50.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,81c9369f80a9d199870174046c6aba43,,    化妆品及卫生用品批发,1460000000000.0
500.0,8.0,1120000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,c323febdb45a94c825b874ecc6119854,,,1120000000000.0
0.0,2.0,1440000000000.0,,,在营（开业）企业,,有限责任公司分公司,私营企业,批发和零售业,337486b4fdf6f891bbc8d190cb4a63cc,,    建材批发  ,1440000000000.0
100.0,4.0,1310000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,899277f781389b68e20480646055a9fb,,    其他机械设备及电子产品批发,1310000000000.0
300.0,2.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,f77966384ff0d5cb56003b19c711b90e,,    农药批发,1440000000000.0
100.0,5.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,9546d7177be31c33259295d1a5e1c5fb,,    厨房、卫生间用具及日用杂货批发,1400000000000.0
100.0,2.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,e12b9f13107bfda146eaf1b80da00cf4,,    汽车零售,1400000000000.0
50.0,3.0,1320000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,d6dffc87114004e7d11136fcd267ce65,,    其他未列明信息技术服务业,1320000000000.0
100.0,3.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,42db5eae849d751778f35365e708afce,,    其他未列明零售业,1420000000000.0
0.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司分公司(非自然人投资或控股的法人独资),内资企业,电力、热力、燃气及水生产和供应业,4b671f0c158b3b87c14280657b703c1a,,  热力生产和供应,1490000000000.0
300.0,3.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,文化、体育和娱乐业,47b8de224c1f910346f81fc73c7ad97a,,  其他体育,1450000000000.0
50.0,3.0,1240000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,d55a29ad93bda99414182ed64229e4f3,,    糕点、糖果及糖批发,1240000000000.0
100.0,2.0,1370000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,2e7a698ebe49af2e5827becdb9bf5bac,,    农业技术推广服务,1370000000000.0
100.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,402ff07f76442189c13d85eea2bf361d,,    其他机械设备及电子产品批发,1490000000000.0
300.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,文化、体育和娱乐业,ec815c154a4a34a9a6e0f32081a3c8dd,,  其他体育,1460000000000.0
100.0,2.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,制造业,c692666f17188e678eaee376324f37c3,,    其他医疗设备及器械制造,1480000000000.0
100.0,2.0,1500000000000.0,,,在营（开业）企业,,有限合伙企业,私营企业,信息传输、软件和信息技术服务业,1652bb0f375ede313bda6295ad40105b,,  其他互联网服务,1500000000000.0
1000000.0,5.0,1490000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,03e57423386ffcacf46e3336ebad7ab2,,    蔬菜种植,1490000000000.0
50.0,8.0,1390000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,3c8d7e01380675d6d377e3de1714794a,,    其他未列明零售业,1390000000000.0
10.0,2.0,1310000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,8259d5d51337dbee331649b26451e07b,,,1310000000000.0
51.0,8.0,1160000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,290540ab575eb45f083db61abf4955fb,,    其他食品批发,1160000000000.0
0.0,3.0,1470000000000.0,,,在营（开业）企业,2170000000000.0,有限责任公司分公司(非自然人投资或控股的法人独资),私营企业,金融业,4c2811ad94f9f905d4e3c280ead49120,,,1470000000000.0
300.0,5.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,9387dcb2465cf656ac9978d0053335b2,,    其他食品批发,1450000000000.0
0.0,3.0,1470000000000.0,,,在营（开业）企业,,有限责任公司分公司,私营企业,批发和零售业,4f9b7050531d60cbb88de273a131b6aa,,,1470000000000.0
800.0,3.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,制造业,7dbb154e309c5a29a0dbfaab3fcbc289,,,1500000000000.0
350.0,8.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),,科学研究和技术服务业,e574a15a4136b8e9e513d6581654f717,,    规划管理,1400000000000.0
300.0,3.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,a95879f60537a3463d9fe384e3cb11ec,,,1470000000000.0
10.0,5.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,文化、体育和娱乐业,100afabd907d345bbaf7221ba75fb944,,  其他体育,1440000000000.0
0.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司分公司(自然人投资或控股),私营企业,批发和零售业,f3c4a35ac1c22d47ee3e2cd6cdc70f78,,    药品零售,1460000000000.0
300.0,4.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,97fe7eacfd01e779aadc53a3ad09ec7d,,    其他未列明批发业,1420000000000.0
300.0,6.0,1470000000000.0,,,在营（开业）企业,2100000000000.0,有限责任公司(自然人独资),私营企业,批发和零售业,ffb9edbc43a0ce1dcb732369fddc3465,,    其他综合零售,1470000000000.0
300.0,3.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,1e3d7d88a417173f5cbe9a27083aa7bb,,    其他机械设备及电子产品批发,1410000000000.0
200.0,3.0,1320000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,7a7b7e88fe548e3696ae1658ee2d0289,,    建材批发  ,1320000000000.0
501.0,5.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,交通运输、仓储和邮政业,407ee5c8461a233de27ca1d865f53b74,,,1460000000000.0
300.0,2.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,befc7610ceabbbb608789d6ccc8b412c,,,1500000000000.0
10.0,6.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,75542fefe78b776b5c8d6e7d056334df,,    其他未列明批发业,1470000000000.0
100.0,5.0,1480000000000.0,,,在营（开业）企业,,有限合伙企业,私营企业,租赁和商务服务业,bbb3829773cefc1298ecd41a5147b162,,    其他未列明商务服务业,1480000000000.0
300.0,2.0,1280000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,9e331382dd8f5e75d185a685f4f98627,,    摩托车及零配件批发,1280000000000.0
0.0,2.0,1300000000000.0,,,在营（开业）企业,,股份有限公司分公司(国有控股),私营企业,批发和零售业,4e13c15bbb362b1d2f9c1033bb307828,,    烟草制品零售,1300000000000.0
300.0,3.0,1460000000000.0,,,注销企业,,有限责任公司(自然人独资),,信息传输、软件和信息技术服务业,506cb2c43a78946e46803f86735deb52,,,1460000000000.0
50.0,2.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,4e227e0e5ba3f9f5a74368972711d22d,,    其他未列明零售业,1400000000000.0
30.0,8.0,1120000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,f994a36b9453f3c96f2a580d46d00840,,    其他未列明专业技术服务业,1120000000000.0
300.0,3.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,e58d3f30c29eda38d3c138d7506c8f68,,,1480000000000.0
3.0,2.0,1320000000000.0,1360000000000.0,,注销企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,89a29b0192d1cdd6516d5e0f8adf4cc5,,    建筑工程机械与设备租赁,1320000000000.0
300.0,3.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,b57234c09ff6f11866964b6084004680,,    其他机械设备及电子产品批发,1450000000000.0
50.0,6.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,1c3baa2c00a7a3972b674f2b030ac95b,,    其他未列明零售业,1430000000000.0
100.0,2.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,74d5837798b03fdbfa895241c6bb1097,,    其他未列明信息技术服务业,1460000000000.0
300.0,5.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,9ffb82ef057bbcff401e4f728d577bc4,,,1460000000000.0
0.0,8.0,1160000000000.0,1540000000000.0,,注销企业,,有限责任公司分公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,bec94955249197bd51e708c20ec08fd8,,,1160000000000.0
500.0,6.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,c4d59cd3767c369960ccf5b9b787ea4c,,    其他未列明商务服务业,1470000000000.0
600.0,4.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,信息传输、软件和信息技术服务业,23e15582a5b69ce9b168c32d655a8274,,,1410000000000.0
100.0,8.0,1370000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,房地产业,6480b0782b408b33c92ca3b4bebde0a0,,  房地产中介服务,1370000000000.0
300.0,5.0,1470000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,49afe609369a29176e1894cd9c45725a,,    再生物资回收与批发,1470000000000.0
300.0,3.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,交通运输、仓储和邮政业,4e3dc461697e17005597fbeca0f40812,,,1500000000000.0
30.0,8.0,1040000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,1aab1a56d3ceb66e4d1215bb103cab94,,    其他化工产品批发  ,1040000000000.0
320.0,8.0,1390000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,31177316782979f6ae07fe1646988173,,    建筑工程机械与设备租赁,1390000000000.0
100.0,3.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,交通运输、仓储和邮政业,13cc3f291ffee8b0ce53c9ead9448589,,,1400000000000.0
300.0,2.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,租赁和商务服务业,b59937fde54763fa8601aff6fe46d963,,,1450000000000.0
170.0,3.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,b62840621d1c112df3a78323f9ab558b,,    其他未列明信息技术服务业,1500000000000.0
300.0,5.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,建筑业,386e3d860af9d4c6e1a655b86eeec7e6,,  其他未列明建筑业,1490000000000.0
100.0,3.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,6bfb3a9c7f564a4577470250f5d58966,,    电气设备批发,1400000000000.0
300.0,2.0,1380000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,dffe792318bdc276946a3d8f6258f6f6,,    其他机械设备及电子产品批发,1380000000000.0
100.0,3.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,348fd5aa16a34a9b637b285e33b40a45,,    摩托车及零配件批发,1450000000000.0
50.0,2.0,1430000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,信息传输、软件和信息技术服务业,367b6d7f936b63e4c5d7e65063c43f09,,    其他未列明信息技术服务业,1430000000000.0
800.0,5.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,b2782c15fc30c52bb79b89ef8f3cc94b,,    其他未列明批发业,1460000000000.0
200.0,5.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,064d586d2a2da580a503b306089fe128,,    金属及金属矿批发,1440000000000.0
850.0,7.0,1280000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,制造业,4484a581dd2eff588951cc54b4cafea7,,    印刷专用设备制造,1280000000000.0
300.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,6ddc422e37d92165d77218bbdc719539,,    其他未列明批发业,1460000000000.0
100.0,5.0,1420000000000.0,1500000000000.0,,注销企业,2370000000000.0,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,52e3238decba0c2a37cabecfcf3d2c2d,,,1420000000000.0
58.0,2.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,2e525c8bff7475d73e9a3815e439bbf8,,    林业产品批发,1450000000000.0
300.0,5.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,文化、体育和娱乐业,49a1efd0afd599e3fcd55620ff59ce83,,  彩票活动,1450000000000.0
10.0,1.0,1310000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,建筑业,9b46b45a3a25cd1cdc8ddcfc516763ad,,,1310000000000.0
6000000.0,8.0,1460000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,86e7e1562815ddfa4fa03451806a7493,,    灌溉服务,1460000000000.0
100.0,4.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,52866cc7deff81aa62bdb0001fb75e51,,,1500000000000.0
500.0,2.0,1340000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,7e0c320b016744214209e195b120251a,,    其他机械设备及电子产品批发,1340000000000.0
1000.0,8.0,1110000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,d5d5e6a2b7240832b07ad9b01f2fc126,,    其他化工产品批发  ,1110000000000.0
300.0,8.0,1170000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,07e308c99ad6403b2b9f6add7110cb3f,,    汽车批发,1170000000000.0
500.0,8.0,1210000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,30795bda4a372dfdc3f88e59a6334113,,    电气设备批发,1210000000000.0
200.0,4.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,bb4d4b8e877ecc633d6304e0adb393ee,,    文具用品批发,1490000000000.0
500.0,8.0,1080000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),,制造业,929ea3afe12132e745f25bed8daaff43,,,1080000000000.0
1000000.0,5.0,1440000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,1fb93f02eee8af67d0c92a5cc7207ef3,,    小麦种植,1440000000000.0
200.0,2.0,1450000000000.0,1510000000000.0,,注销企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,3258b08739e50b429f09a7efa0906804,,    酒、饮料及茶叶批发,1450000000000.0
500.0,2.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,建筑业,9febe59a3855e7212ba7fe8c95a9ceb6,,,1480000000000.0
200.0,5.0,1480000000000.0,1540000000000.0,,注销企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,42dbbc6399658512e613293d3f34733b,,,1480000000000.0
10.0,3.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,住宿和餐饮业,f5e0cb5019b48ba308cbffffbb89e53e,,  正餐服务,1460000000000.0
1000000.0,5.0,1420000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,f6ca3bab4a8657a6df4cc35d9173cafe,,  水产养殖,1420000000000.0
300.0,5.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,62fc1b1f435d724baf0462c6ed09a64b,,    其他未列明专业技术服务业,1490000000000.0
500.0,3.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(非自然人投资或控股的法人独资),私营企业,批发和零售业,061c5791c319631abb485d92de859c3b,,    厨房、卫生间用具及日用杂货批发,1480000000000.0
300.0,5.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,4744bac19ff9250eaf6bc99fdafb4ae6,,    其他未列明零售业,1490000000000.0
500.0,6.0,1460000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,f523bcf0229f40e0dfe2a3ca3fb93b77,,    首饰、工艺品及收藏品批发,1460000000000.0
50.0,5.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,66b6435380ba5569befaa94f8853aed8,,    文具用品批发,1410000000000.0
3.0,8.0,1210000000000.0,,,在营（开业）企业,2790000000000.0,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,5c195bfe3539c59735fa2e06bdad0e59,,    环境保护监测,1210000000000.0
50000.0,5.0,1230000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,66b72698e0210726cb46fcaa722a9881,,    其他谷物种植,1230000000000.0
10.0,3.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,74761ee886b36c55a72696487accb022,,    其他未列明商务服务业,1420000000000.0
300.0,3.0,1500000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,文化、体育和娱乐业,d98499f4902a4bcb4475d41be9d63e09,,  其他体育,1500000000000.0
350.0,3.0,1380000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,ad8df63b24f132e9f53133c8a6ddbb98,,    糕点、糖果及糖批发,1380000000000.0
70.0,2.0,1300000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,科学研究和技术服务业,e6b5d7563c0c9a28736bc019aa4522ca,,  其他科技推广和应用服务业,1300000000000.0
100.0,6.0,1250000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,建筑业,6b712161b61f6277374ab74c7214bb4f,,,1250000000000.0
800.0,8.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,8bd7ad54c1e8ff1338941624ac650b69,,    汽车批发,1480000000000.0
150.0,3.0,1490000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,02b2298995a3f520bd30c37b45d23b12,,    其他食品批发,1490000000000.0
30.0,5.0,1300000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,57d4dd202a15a357691d0b97b4d63833,,    摩托车及零配件批发,1300000000000.0
300.0,3.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,fae5ca11ffe48f91d61902c887894618,,,1410000000000.0
310.0,3.0,1440000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,科学研究和技术服务业,5bbbdd04de6d3d9749adf776769779d8,,  其他科技推广和应用服务业,1440000000000.0
300.0,5.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股的法人独资),私营企业,建筑业,eb7173b13cd99261d878aa8da87bfaf1,,  其他未列明建筑业,1410000000000.0
3.0,5.0,1360000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,77ed2032a9000bcd1b96869cb23aae6a,,    摩托车及零配件批发,1360000000000.0
500.0,2.0,1400000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,制造业,8f1a341eda3b3c0006f042e38747434b,,    包装装潢及其他印刷,1400000000000.0
50.0,8.0,898000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,制造业,d794df72f15fd792edc58297e9284afd,,    模具制造,898000000000.0
100.0,5.0,1450000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,bae71e25cb496852c42ca61d26997b0f,,    建筑工程机械与设备租赁,1450000000000.0
50.0,3.0,1410000000000.0,,,在营（开业）企业,,有限责任公司(自然人独资),私营企业,批发和零售业,af6d88248763dfcea74ec87ea323a4c1,,    汽车批发,1410000000000.0
5.0,3.0,1390000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,7f2d92bf975cf10ed072d0e03df4350b,,,1390000000000.0
500.0,5.0,1310000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,c3c34c7d736cc8358480e3b495cd98a5,,    其他家庭用品批发,1310000000000.0
300.0,3.0,1420000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,租赁和商务服务业,8b2e4b98726f6080d8bbcf95d58cd56f,,,1420000000000.0
300000.0,7.0,1260000000000.0,,,在营（开业）企业,,农民专业合作经济组织,农民专业合作社,农、林、牧、渔业,276f64ea84d25c92a0999f37c87347c5,,        仁果类和核果类水果种植,1260000000000.0
200.0,5.0,1480000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,6e449b7ef4a96ffc1bad64b0233345c2,,    其他未列明批发业,1480000000000.0
50.0,5.0,1350000000000.0,,,在营（开业）企业,,有限责任公司(自然人投资或控股),私营企业,批发和零售业,6a14ed28085f27d786de7e27520dab25,,    其他食品批发,1350000000000.0
