entname,zlzpnum
571386a04fdf9eafdd765836cfceb892,8
d0acae9bf9e70e00b7ff4d7d5de18f1e,6
28091c28c7e561abb13245bc6ebd89db,17
c83cc9f4b8d7bf5233e0f17aed5ae16d,5
d2db21ea3c551c1ed32b4b0d085fa875,16
692926b3c2938d06acb3cdd5e2f884e0,10
693c0f16d7048229a864dcb293d935f8,12
bfd64b267a86725a453b5414ace95a31,20
64d421a066bee484ace27214d655be12,11
0de07983cf8c156561926e8f530dff75,7
55d15634f427e916710ca07b7503b109,24
acb96a36fb13ae10252d466cda397419,6
85b37618bf59099b56d37a6bc6b7d14c,14
5408ddff96d12f578e0498c5c8a2deda,5
8ea712a93d78af9c86de00afd2a75b62,11
43e5b9e5c9617546d05d34bae1c17dc0,7
6932c1e4680b6c6f0cd20dc66ac8cfd1,19
36929101818c6f1e2157a368f1bce2c3,18
672c97f7520f2ba5082180f595ed27e8,26
336a06dd4b4fe151f2f6bb7ca858a715,10
055f4b499f32c21a4a54d895ce24fe5e,10
ba5e278874321684af6e07e6dbf96fa1,13
e9e79db45c2333965892c7c4b87b05e9,4
3d10f46baa581688f3c46fca314d194b,6
8e90d542838fe186bedd98889be01798,5
0d7439cf2da879ac7743ac1884d86736,6
3fbc50ebcc3d1fd6ef1279383e0bce66,7
14423af8389bdc111a1ed1126b095642,13
d907721f20ccdb3fb4d95cc9bc6e7fe0,3
c579eb7a714746c2fa98b55c07d5f95c,4
db4f3df5f097254f37c624d057e2c11c,6
66d91d0258a3d0868dfcccc0a98d3301,4
0025ebdb5ff890a369bf3b3e3db7815f,6
8e6889fa342fdc3fdc0293eb7a7c9bde,2
e0c035cad452e7d2d5e9d3dd5cf11974,16
5b0c1208b6ce869739496afff6ce2fb6,2
31f58ad04b4e5aa5a956d0f7562c1dc9,7
bd358f5784929c3a17267f94e73fc28f,5
e0af42a7b5ac1f1c7463d2f4700dede6,2
b558966597fb5d1ddddca7f0627b96ef,6
f7a43aff9bf4a95eecee513e7c3f3cf8,12
833806ce3cae5d75d5ba1a2a7c33ba07,1
6d4a441cc17b9bac775cc5722a3d884e,5
49e89c3e8186e78a9e6161f997a2e4d5,4
99e0bf0983d047dac476aea83144b7db,6
4b0a6f89bcdc7bc2943294b8294423b2,8
3afb4a0ac415397d2058f081a28e4503,1
80b350fe92965154230c3a3f5561670a,1
cc847be32179dff7161c278ff77df8e6,5
f0fe62b36f16fd89384ec7403f7719aa,5
8234851df56a13037c52b4fb65d53702,2
b53ba591850f5fc498e332ddbfe8995d,1
d2ae6bdcee118bd4c846880bf0df27d2,9
c4baccae95312c3ccca54a1951e20dc9,1
6cff046aae6941ecd634ccd51704f050,48
f3fb81fe73a11a004e9ce6d86a623332,1
22794c5d26b5e41778619e83bbbab30a,3
bb5a51b79b7ea3961d6ceb65d9232068,3
c9ff3a5f74fa222833b173c195e5b516,2
8c3abca94ecb0e7798f02dd6eba24a75,3
5bf6afe792fc470f2f261c6e96abd7f6,1
6742001c3b9674877e3266b63db76c73,2
1d7c74688d7faf0b442c9c58b3869071,2
26e71835dffc6d4d9ccb7b56802be595,4
fe6b0cad7dc28fe6f03b7ab5f03e881b,26
25c3cb2b9d8cfa90647dbf5a07f979de,92
6e68ccc133f6f505bb1d9e733a55d173,136
b8bc672f0631dc44a6c0cd5080b72f2e,10
01ecb29341e6c31f9bc8d67e10278e48,85
98b9985fa7a3fa6dc95b2c7b735de16a,96
6c0fb082178447b20e95e8f9d7d1b76c,80
71f83160b71ea75439783b2e80ef0076,44
e6dda3c1475745c18449bfcdd7e8df06,34
bec2333e47cb9bda261fa150edf7cc98,45
1d174bc393a234b6e8cc4d098d33da54,32
88e747b7075d9feb912356d7eea33f7d,23
0d563aea5bcfd44a23ac0f7497bb520d,18
4337fdef7364acfa96c54e0fc7785184,2
af3838cf10285e4d6603397dbfe4a005,62
f1ba989893d95950e7f77b5cc1286e46,74
a48a20d3a2928cf0aed6b0cd3e425ee0,108
8c8dabe72dbc376718b7e77d0dd50f0e,25
a689508c0b75bd36fda3e97c943670b7,68
83910e3207c610539439b961fcbe0886,12
cfe6202f0f2f673f2f315d2825a1629a,26
147aad1d812740c009e45cce7ba929f5,6
9efd43a431329f0f04c64f7aa3f7ed6b,15
24435f4baf5f38f74f03e2d9dc70b5cd,57
d2656b097a2c6591351aa427de17d1ee,8
0786b7e7ff77317e007d16f49d4c06e6,21
3ba4af451e806dd3e5f4a9b945f5debb,2
f70978fb4009ec34a26da5ee76021744,1
8832a52aa7dbd0481be89ea19a4d06a9,4
dc29d93739eb56f3c47c3312d7de2b5a,168
75deb7e5a0717cfdc23a2f3078b58acc,2
d0c5ec1df9733ad28e5112b6019a581c,85
2af8ca9aa2d070e623b4bdf4524f1035,19
85d5ba7edb71e65fef9a7ebc28e81db1,6
ccc7296049b8b59d454be3cfa745fc26,19
2802d0750a59a35f3525081a38461134,38
fc1ba1ece6ceb581130a9601ee930e45,435
e447cee0cee166af0b45f77a047bd750,5
859e3d70f5a366deab6ccaa2325540a6,1
6c969003ceea51bed16e78221f733dc8,8
3d2987f056da826edce4d5d75eaec1b2,9
fc69e5c9d01a0cf84276384f6a4c26f1,12
a77ce898cdf93ec7bb3c8d223374b009,5
9d0837fd72b3bc971ffcd44260429308,5
63ec760a565fde2899b551fa32a86b60,11
e3c5e75f3bbb41b18f606714172b6b30,105
ee3a564ba617d56eb59b93c7942f2c0b,2
b60c6a0026de128ebc2b8d166e0c5246,134
08e76c86b2abb3bbc15fe9fd8630e7e2,27
fb181f044b2733092a5ba3a21b5a9e71,1
bbbe53432409aef5ec79d6751a8b9e45,1
511288757e2a292e6559a59a5566a6b8,17
148e465a6e068c01c4382748c43b2b76,49
605cbaca9f193d36448b71d5369417a5,14
3c5a7a50473a6f9adefd356456199f5e,18
6f44d882d93417ffbbaee1d582ec3316,68
0ce75123077688053f5286f9f755432b,13
db5dc2121033c8c574039d2a438a6136,11
1849dc979820f6a9a23a26706ee221cb,12
e0fb526a35607eedfccc9fff609c7057,7
c18c2b48ca464aa718a8a442160e649c,4
277f3647e75de734e9a475f818162279,8
3ebbb3cec3d3248b5555cea68c31130a,4
4c2be9abb9e401d93e44d53973980b31,61
76ec88430762ca68a36ff6ff313aa869,13
db885b83dd8d834c036ae5363fdc0aff,9
4dbff21b492e71d20005ec096d273f21,67
e5e12c666d07553447523df9d9736491,8
8bc6f063cd7fe68c22461bf4b5852d81,13
e4f94e8c2de4a7c721537dcc2fe8b332,7
8400411c14bdde2390725f2be2c46695,54
6ca7dc8ace0ba5cbe9a5e596a19fcbd0,14
02fa60764195e1c4d046e5423b124ac4,8
2292b587a56a8bac49e90c16b90e62ff,4
1f518b29ed06a87121690e4d007a4daf,1
91912b6f77b209a0fd49b4c4762717b0,4
2b57bc1a1fd6265bff03059c728fb6c3,17
f6870bd29348a1ee1182fd6ff92f0b9e,21
dbc1c662c7d0db54c743a97546fef615,19
cd82e530c20d3c8cb9d477863ae392fa,20
aeaaeb6ea523a4a43ac5e3333c718c8e,37
97d8cbf0eeec05cbe4e22035ab6a8925,5
5f3e4707b39b2e2a445605cbb02b72a2,36
40f3acce37a791bd81feeeb66062cee2,29
d702cc03e0abee8c1a6d8be233f28c1a,4
10b0b97fb6e0e42faa9d1973129353ff,4
52ad304653612345cf0d7ce97d98398c,18
1507c0c88b8b3f64fc6e8ad21f26059a,4
abc615437d870e2f4b9e3c0aed6caed7,12
08e8fc1197b911caf111c756f882acf7,7
47593af736c6f2375478c9087860eebb,5
1318221e421768993555b4802622ac15,5
d500c45395e96cbcbf4b65ad15ae89fb,12
c43fbfe8e9e4e8cbeffc67758155435c,20
60e3b95c52a7bfb05e634f949377708e,2
790ad55bafca2fb91b4601390f42fa41,13
703c840795a30012b47bbc5f1ae04c6a,7
f54dec3cc6d52d59b82cc9d85e8e9c60,6
7c1d2c0945b51809900fc63d8c698e7b,28
a7764e38abca3a3c89763b85d16b2c09,6
3406a97218c38ebe0f9bc6bb53ba3779,3
e88543917cc5e902edfa5e16083ef603,17
131bf0177c92e50c37741e527b9437e8,23
3b48ce36f8a66f08727274f9f88e39b7,50
688fd02a96b646a28d76743805318d0b,53
53b46c5abadd60ff6fe06132e0733ca1,41
d1d78327a50fdc0d88d44ee34711d012,6
1f3610860d82ca7696923dd02773ccd3,8
4f8e448094ff1586cebb756c9f256244,2
42e57d99f07cf81043bfd37fd069eae0,3
d6b5c2585d89397b58c6e3120aaf9578,8
c89be43cba38d34fa136bf6457a5f6aa,26
7f817694d4eeae50bfb3b5ae0d4730bc,15
7ae2483886c0963fac64b97d76f36f74,21
58acd26cc4e8636ea8014d63ded3b807,10
2645562d3e3f79beac9ca68cfe8a26d7,50
15f04bed40a414a5cab447bcc835b180,45
af7f1644e2d186b9251b0b8d22747e0a,8
c4c004836a2c7f03644bde01fc69c690,12
4004b54f714f058ed07b8582508c64fc,7
dc871fb86b06375d052dbc4c1f931101,1
b6c0ce1162c077e4217441a4cc8cd07d,5
b715d0eac7e2d3cb4a10bf234da1bf2a,40
289f22fbfb64215f52321a03a8fd1b11,10
f57ae256047a6bb6c3fb78931a14836b,48
e90289aa778bad717c395a3d2550bb98,17
e6c2acfd84054e12ac3fccdf80fee435,16
19ca3c685d37c23837b955c404238015,3
8b0b64f43fbc7875b9aa02abe5303ec5,5
e69e82a0859ffe5731c049ee51278750,8
5be7e3107650b6bcd5469406a89b5ac1,26
e24cbfd823d49292e7c630384ce641bf,5
ecc3a456aedc9e90d16b767c6dc7e81d,26
560d6b9ada83fa529959c72dae37e60c,15
fe79b3fed47ac4eba9b5a00ed4126ec3,13
8eb534eaae40c71db4225e4ed8cd66c2,1
d454fd260e2e7373e084eb17b61fd2e4,13
580e5b3debbb1cac5d5740855234b36e,166
676faf764278b94f61b2564de71c4f23,8
082bd8c461993ba7afccfde6ba149443,18
e09828e70ad330200d1f027fa03eefb3,14
d8c6718879dba29e708f1579125b759c,18
c0985d13d3fb3ed7ee6d8d208c7ec266,2
38097720050ba90204eaf81f55338608,13
2fcc27b3928753b36a377450c9e46e9b,24
8e617077741582893d65e3837c332a41,6
17dc9a6bc87540d150230d19412d7ebb,2
c661a2704b3e6bf9e0f9207377dd2ace,3
06a070672fab637546a1c5402b565e65,8
a02142620103f6318452940e94ece44e,1
3f51ba11f479d4b7a4125d47030f6cfd,5
d58ca4b325b4c1fc49081b65f4ddf841,7
e8477fb3b96a15880a48b7f764e928cf,12
ffafecf2c32e98801936c61eb45e72bf,21
fcc9bab3e24ea08d704271c6b2355fc5,11
e252786c0bd58d985f4c6c6aa337b729,2
057d4a03bb042a68d1826117b28a769d,46
7b1ad36011105840342ab0133dfc0123,12
519ef5df2269869d81fb8ec0982c11b5,4
cbda23e41f9351633b0851274beaf8ed,3
04bb5bfdf5d3efdd0f5d325c5b975747,2
98b98261c945385a0c9b13e3b4b15718,30
d4e82ce82e5cc9c5c6c754adc7b410ba,21
3ece433cbc83a31bec814da742bdc568,24
bf9079d3580b6f25adca091406d7f558,9
0e605fe27093bce3b88b0fb6babfc988,94
bfe18b5ec8ce05fe3928562db45c6d4a,8
8c205390be3a5c857b58deebbf497a9e,78
4e0b9610b3a663b788dd3170009b8bfa,7
7609a329e8d56c51a084e621dfd60127,2
9a71f3cf1c81430d5e0ae44c3315996c,4
8806f6943c79ff4e7f1b0c4e52d8cede,7
0690b71e1d48a863d16b8a955bca65d4,6
9fb491499f3c9e9594ad5769ee6606e0,19
f41df0303a939c527c84c7f356239907,24
1290864aa096a2f162972d72dea57e6b,12
190563b59cc9d961a57cf7a691cac112,20
aaa5a2048c95d7190b32694c438198b6,14
11d615626ebfc87ef3d7e6e71c884a09,11
f96fa371ca5407a70fb4c51030d2f003,34
1edd4a0d572a59d5876ac330d8b9c89c,11
4d581e9c3d4437f10f9040b3edfd4fb7,7
745d447ab54041fbfb75c44154c0ceeb,10
caa299c2197ee27c653100a1389c2633,69
b16b6df209c5c3bf8680d2ce44fbb427,9
92276f9fd908d53cfb34e37aab7ca868,27
d5d06947ea352d12038b85c6bf26edfb,8
e95ab36ed9c7c9178915eb877c473e4e,5
835aa10fe88220b0b14d30725ddb6b41,2
cc91ff419f6471ceb88c39ed82776826,2
9738111650d2870357371b4d9a93e3b7,8
2c016d516c5490fc5fc5d79a269059f8,1
4d3ece3dae093fb79e2716099bab98de,23
1f62e460454fb0e174b3936a53695f3d,46
68e2f941efe65df970738870a1a226dc,1
9c72d8468f7abe198ddee8e049de887f,4
c91e4eba7dee87dc8c62859834771057,12
cdf989b6b825d86c095ef7184f68fbda,3
9973bc2bca9f9b2c6e6443589321edff,5
b19edc6c7df8c0ffa4537e6fa0620fb3,5
3bbf75040f93f1645e1966e689b1ef7f,22
b14fb08550ac8f72c84387aa710b3fc2,35
f2d391e4e5137ebf938abcc82edd4c65,8
999af5250d81b84dc24bf45d386edb79,19
6e902ca59888f443417d5d1ff0eb052f,20
194a3d7d63f462ded347175535008d63,31
c87834295ba74bcf97a631c7a782c1f2,4
89a5a598fea94cbdf4cf41f36666e785,2
381b438dd5a424b68bdcd201fb9a6285,5
ce5f94583e8f510b5115783cb8eb6168,2
7cd458f03077077e22e5f9fd7aa66460,55
5cebd16dc4cfb7f0f1d092df217c6243,27
9ea60fc49246a2844a6f030d44b714cd,4
a7d954e97eef763b1edae867a35b7a9e,4
12f9b186a5fe2724062083b7afdb961a,11
55ed9092d89ba14f282a956c50a5553d,4
467619b526c1bae39ed6de6b13ed8584,18
d2bebbfc40b88023125db2bc9f6e9809,15
25005e1c94ba0358b7264b6bfe941cf2,2
a398ae6a15dce1c690696b6198300c45,24
0ab2749f81500eead564153d387c3eac,19
92ad5e2e1e80ef39d5cecc16e5391495,9
dac24f7c40127bf01d1360b7a3616633,6
276d45c7434af2e47743b5a07c599983,25
55702a8e080d39b5236433c8c885df81,18
54e6bef048c74b1a60c51c7399e9bd2d,5
53df349ddc3bf00c21ff73d7074d43c6,39
cdc52afc2452460a169b995c01ebdf59,5
4e2b58cb746626f1bda657797259f60e,5
6aea47e656c05acb62052463f8e53a3c,6
28953ee36cd30aebd8e2ed2381c31bed,9
aa587276339f607097f56d162df2a55a,8
07c674a166c668433495e0d9f190ad92,9
d4b8897ea8e6d6e053e999963f0c71ce,16
909ab55a42692a2da8a5a6627a17b3af,19
5fc99395b20a1613624c80f50c6cebd7,1
7b82a4e3ed3db60284c8527dce9d0830,23
dbec62830eda3471c6474ebc69801fc4,5
ae7305ec30d5bab1e40ed5dbfbe5702b,7
502535ce41f52378c639e4cd8e9477c9,10
1ee7c15dc36313346c0a3e5e704465a6,2
6c877ccf48dccefdb385fdee85491029,22
cc3195969f003a1b10dd656d4c7abc2d,6
5cb7175d5ddd8793d84016a4e37fd792,17
978cfb194d2833ac3831c5d865078662,5
1ded16e97f4d63afa0128a306596452d,20
ea7fc039b60be1b2c059ffc8a0b84649,3
ff83fff86eff7eb1ca7508b47ca1e2dd,6
2ceb98c9f98421fcaa4c9ec89e3fc318,8
2a1706cdd0d4cab54617b69e3f587b23,8
1464f06258c969b2246957fc5db99b4b,10
c79199475588981ec86ec30dc1e8d53b,11
043cc1bae7cababefba768d7daf262ab,8
3614fb4ed23b9c9fd78fd31e6899db34,6
b3f4e6624b52d19464b4c2a4c1dbecc9,13
1b9b6eb0457b92fe10779704d4657704,2
a62cf7c51114ede293d7082bf99d0325,10
9d6faf668d9a3b4bfce903f46b00e778,4
b1b62f79971f0f487a624208a5ff84fc,7
95ae34bd30677dd15b26ccad5527abcb,36
17f69743dede62b75ae0670b77e6cf9d,59
671f17b125d303ebf7cff68b3dd38c5c,12
2d518a3f84223bacbd9525f60c7011d2,20
90a2eed10e0141be5a7b6942b65bba84,1
505222933a49951c0c4939feb2ee40f6,16
0972020992b037c9aca6b6878329750c,12
4c9e30914cd29fcc6b112d21e484463a,16
79abb70f1eef6f707a407175c2e2f759,2
721ff5cba42e1792a57cfa347c4acf76,5
aef2d3ad3fc77b463dabfdab4dd928c9,14
bd39b0cf796983955fa9367ee2a44033,4
802487c57672ba610684ba50d9dcbd02,2
db28bec0f19ded690c086e32779d1fa7,6
b9a540fae331c3a0e899b708f01c1f9f,18
e6594f5fc5146c0007162ed25a604bee,1
f2ab0b3c83f5cb35cfd7ebe7ac758445,1
d6e4e4284927abd8a3ac1e5af5809a73,9
ef7c28361e6c2777d57b0d81303b4475,10
381e12876e17d762309149584f19af68,8
06175abdfa2f402a7c4be2496914fab5,4
ca3ef09d154b96950517aa98e576d514,17
90f0e50d9258c160c67f3aaf58c53fe7,12
c6b0241ffc5d2833027f23d4a4ff033c,31
b8bb24502cc9bc004ec5a290edd2ac9f,4
ef7a71caace758a54c44dc36b632f2a3,1
1954f11270698a01e498b8ee58ad4a1d,6
80ede0a3e9936be33577d33a82eaf7f4,4
d91ac3b461bdd21d76e98c993b228c50,8
abd848ce96a4258a4ada3e4bc3e88f77,17
2c0293e7ac898ab1d19e9de1e9894882,7
3918611b90f76bcc2c158ff76339920f,3
73a77df5eb3f29cd122bcefcbe438fdd,21
fb221f2eeb949b9fd2a350a1b85f270c,6
e65dd3586315b1c0ba82ca40ffc90ecc,5
2fc3dc4a60f2bfc175496da468ac3912,12
0d35a89ac073615595ce12ae6ad093eb,46
41078f5ff8940370a824ca2701eb7cda,14
58826890f63b7f9806b73e972f14a62e,9
c4f300185e5dee82f1b40634fff64683,8
bcb84029a134096cd19b9359a7a15374,3
69d79de967941797180e1d368898167d,1
e1781e95a5249171ab26aeadeec8645e,23
6a83f844089fb0cfcbabad7d7a5ac0d5,22
9a4e5a941e66ff14be2edc76729f664e,24
f216ac3f6160539d174b0c258c169bae,1
3c2e8a11a9f48ae2357912d27b423d75,1
c66226e173c68d15b22d1ccc576644f7,11
a611db2036873a959547a08079dbffc3,10
439ef77e4fc48ee4c10dbed5d1ba66f5,1
af8a66a2824c011c33575741da7d0913,8
4cf9215d710fdeb34741542c372a7ed0,4
095f64bacb0128556e2693788e2442b2,7
20e4776a92ad7b9c6fe2021fc4f5e318,1
4f0d86798cc65628d5601495dc8b3f06,22
d5cf62d1bdb6fde828648f9436474664,3
d5897b2eedd4ece23e860f42c8c144a1,18
868274615edbfa0d1ae9424ca8564c08,3
a17b2c3f6272d441f3b94f36f148cb5e,4
b76b7e36f64a64825bbb57c25c4e5ed1,47
97ed1960ffa8c7695d97b13298bc843c,1
2497c389dbba5fe2281624a07b2a62c4,1
0625a261370768434f9d7eaa4b272876,3
d8c87216ffc13153481f21674f91c9dc,18
5b3408032294826d0b39bffceadc2b0d,2
c6a7b691b3d06663ea5e9333abfcbb60,9
e5ccb6856ab10f491473d06055086b6f,4
8a6d7c38c93456449cbd2049a336afe8,8
3b7e507e8ced30e9fffcc673cabd67b0,6
288b47d281d079a23914e4b69d0ceefb,5
9f93b639247ed1cba260974f6bcfcf3b,4
43dea39266a3874f80111117dadfcd7d,2
0c398dbfa2bc45d1c1134131ba67d35a,3
20e76772355571e6c6377f4386bee568,10
fc01b3ce337e77bf34e12eb4a980a55f,8
b1fae4749483b8fcce0f2a165cb7ee05,16
e20ccc6fbc1076623b8cf8e45b8fb34a,29
cb1056feff555b3196ba4e70a21a9d1b,4
ac73f4e187573bfa4cfddeee48da5bb5,16
b8d487b7355014bd811ccb13d6c2b91c,5
c0b28ce6d04cd00ea4b5bfc6447247a3,8
985c3b9d6e289867a1c4750b6da491d6,8
38a22bd42b619980d8f704335e588021,8
7a8e6ccb97c99adcc69834132445e0c1,6
8a6b9ca80aef0c0b55b80acf047a6a47,9
90cfd311447a046e2bd5f2515b98f4a2,8
51de2a9d7f6ec7ffe37463f6cba43639,5
e3f23477509cc0c73c937fde2efb6082,6
8f5a77eec857f76876f169cd3badf7c4,3
ecd714774c15a58e29aa31854930abb1,9
404dcb4cc7b92b6b49edf6d2ec4d884a,3
cc63b142a8383b1b55f6695200094c30,2
4454fe3ad792841fb871b56db1850ab1,33
a0024387ed2c2c330aee43034668a248,25
f3f9df17db6705b211dd47287416c180,9
c400ac3ac3f096a05aea910871d2fdb3,17
45ce02c2c2050d27a70bb86a0f229659,7
5224babf5596a558aa09929837c7b1b4,13
7e61004aa97f0de85dedd39bbb0d2adc,4
2f85be7de668a8b612b8c6b496aab361,11
94f06514c0cf0061dfd8631e1442222f,9
744b5f6da25e27b76b12a6f7eb5fb6c7,6
7ef31b704b51bbe5e1d07e652ad945dc,7
1ac2810300ae52421cf83466b3552db1,4
e7c02f6b1584e8049eddada2d3477261,3
c1477b5196e9dbafdd99c9984e736d24,3
bcd9ab754a54ffcdbd328638f672a8d1,21
5d6240ae271e4bbc9339861691987c88,28
f0e11e3a5c3a1a256ed803df34042257,2
181eed72d5b8d876281130330a2d2d97,14
70209414c672a3b3253c5905301280eb,9
398ffacdf69e7438a71cfe281ed30c1d,3
713f7de834c0fc54d5da375c5ab7e41a,6
da66717c11b1c25eed963dc5d13145b6,13
7fd39653a83783d02cd92f8fbc5022af,18
1b76382d5ebd63e4104d3010ffa69801,6
76d4de25aa9164e4bc1714cc982a81ff,4
b60548228ef891b42a440869b14b3011,20
203dfc5c3943673cccf0a5a9d4685f29,10
178ebfb52c6e97b2105f71e7f61ff7cb,8
94b83b6afe683d96bbfa0f5e7806d666,9
0d890793e774cd973a9349bf3b000fb6,2
2762ee2cf57106f59478628496f9ed46,10
8cd62d02fdddb0aed5ccf5c1ed4b9672,13
df0eb1e5ee9a6087d480fda6c4933e86,9
3c5d7ee0b49560bf86a7224460c2d0be,12
5a96cecad3b0071c9360f970da942d42,7
6d780c3523f24cec471ac45058baaf45,12
6ce7f4148272c1e4ae4d053005ef59fe,15
abe5449a99dfdf83143bd4982102e4d1,2
54c34ba5ab496a7b6f27df81780baf6d,4
1e4c2f7bd1463cba5ac675c5316edcdc,13
6515efc2fb337f0701125c0f4f9d45d9,8
4bc21b2b0a599e7bcbd7d84392028c8b,4
17cef6369e8c8e70a9ebd5a8fdf5fa15,29
75fc13d250fb1361b90f17ab2d20b65b,3
38a9f8b6b3268c5568b3229a626b1808,3
75a0a9160a0c942b449c43574310cfcd,3
dfd5358030e68864b09890b0ea139062,2
0688e0180b6e2357c07111792b7cb045,2
e5b10666219a445b63953999d3068650,3
02b9a9d6441c943688a51f84b0d5c87f,23
6586301b47eb5702fa2105185d1b3871,2
cb86d9474c588cd7bafc544b3d7ca78a,3
a473cc9bb0b256e48c332c1afe6cc922,2
7d38fbb969c987f2acd9417106958eb5,1
f5387c488ea93f67f38b43a9f9bb7de3,2
3588a66c3f56e354b3f0ede754dad4c1,1
a9c5a2317f41135d4d11efb4f1dd79be,2
57b70ba6a09a892b9762a98ec7d3282d,344
405352ac86711e7460f22188dc82c45c,60
9f16b503f682e1a4d51b5810760a5c1c,324
33ff5e77498e3e29f0f0d061da4633f2,33
95cd481a40739074464a03486aca2c9a,49
e89cc86bbd3db4ec22aaacc259f03b5c,548
5cf29d2daecccad93b9754c9ac67a4b6,48
48a5cac3720f1f2fc9c0103fdbe230ef,63
f8ddce7880a1823dcaa2f265f713ee12,15
4799f45083ee96f4121c35cd3b5527e2,17
1b0fa9ea6b16452a20c970f605372b3f,34
96e73449131ff01d084dc9d0be03e9b3,19
bbf3e154938a8a659ca1b9637172d8ea,45
2ce1f8a0c725e476a6938effa5292d3c,36
ebb2b60c7743301b2422fee88e6791a5,63
8ca8e06015bcb99165bbc2be3ced0166,25
eb5cdf7d30c69ebebed32fb71df3e350,92
c4921c0aadfbbd22308f0a3911939cef,135
31eb86d7cb5c1f69fc81341de1118bf8,28
07cd11d0694df1bc542017ef69adc25f,34
36fc42f1648dccd18d663a3b302e1dd4,10
15dc590175d5163819719b4d9378832a,35
bd5b55e638db6db3357565f00fbb62ca,33
538d825f610b269f0ca54782441d420d,14
f085e19418e847cf8a9059a5526319f9,2834
199667d7fe4714532c762d02768d04c4,29
8c3de1c113cd802cea7953a277333f98,21
bdd854206df5e33a8e56460c8595a821,5
b3d94ca88d3ac7ad54b370df8378907a,4
ff629a46bc63380c5828290ab80ac5b4,75
2812603340ec25b206e3c657abbc1cf2,3
4b160b546a9a92edf4a96abcc7f4273e,16
b4832c5b4ae55c2a716e8488d7886924,8
b6776a5c1ac61e7ba8ebf1e4259f16d3,6
2846eff3be06a9b1d5639d7c59609e52,11
0021f20790566cc700c8d38606a2dbf8,8
50d4d1ffaa8312ec116d6804f98bcfcf,4
c6665e5b600a7cbbc19b9dd4f799d8c1,12
f14274a0b7903bd510062c79cf3ffe6e,15
559a94abfc47883b5d000639db2afc1f,1
9b498578273c218057f593afb9343e60,9
d4c992c9f50b44ae60461ec3872ce0c7,1
e8e95517a7aa3c371cc946162c8ffe2c,11
f855a2b52e16703926c1b4ac75a32574,10
391daf65af92e203ada0743b045d75be,22
646170e7e5beb44131e6a6408e8403f7,2
b72f7f9cd8c293bab01879b2659caea1,16
47713b9b2be913893fff077a5d21d3ed,13
bb28dee02c0eac554b39f21449a92f0f,2
687917691056705f54931718ea497762,11
07b3dac36b17b3dcadbfa86ef73e1542,8
c7b83e76e62bdd64677d522f50184a5b,21
585f39ba6c3249a1a7d4b472d19cf6e2,54
b6c4e86c0854448716ebb99001d68c44,27
84e622fb1c5d01960560d95adb3f9a33,2
5b25a1523bb6d9cc135fa55a9e545578,70
9ebca872d47d817bf81b1991df65fa78,19
d0f9717e578c37437bda3c4c06136edd,7
f3940daa3c6b1283d63b1b5e7a303282,5
4f2577d41745cb89516c43dc726beaa6,26
8f5fc1f1d4dbf40d086f581c59281bbf,1
c69c89b3e0ab640224ed289fd71ea59d,20
4e0498b53a2778c90f6269b78a410e51,54
21c0087f5e08e4bbaae9289777670677,19
af151f9c78a60a22c909b2383f32289e,33
6d38313a5572283c4bd342d03c10762d,24
d591fb330844e8bf856ce5cb5795fce6,2
1403c0bfb5e3f826f707370fc939de07,12
0419babcec9ae8950f9db70da4b8ca84,26
7ed5f509b8087f83958b0649c3b17e9d,14
b33d20cbcda7f573085651f7034620fa,7
4b29a8586bc63cab29c399ac2d26c306,54
3f9c46592a3c86fb803520904bae60f5,30
44b53d9ae6a12b068e671a58faaf9fad,2
73bd8498c73aa488ecbd2cbfac7db1c4,3
fed22ed31c887a5395308aacd3339007,6
377648351cb2c5ee7ffa8726ef808a58,9
2d71378930d22fe07d13d5f26da3b505,3
404ae9cd8c306905c0d6d9c70c6aa340,419
aa4ab7b7f4d89ad5b2c37a10b47854e9,4
4dbf4669e4046c605ee02557bc8371f8,33
7f9013a76d49739036dad731017992af,4
8ef4c369cbeb84dbb2ae4b7e5a5f7ec8,3
d606bcb5bf0a8fe6351d9e5006f1aa58,3
e1bd3687d5e0124a15e236a6db869148,55
744fcda4a17d9c46daac61bea241b57b,26
c385af0241e959a8eb13ec217876d20d,2
3923c69650e0b1865aacf1de90e872af,19
8674553f85a239a097b1395584dc0e49,3
55c164f592fb61bb0aaaeeacb2b94318,8
f5ae37014a1a6d17203757febe41dbf2,21
ddfd023fc0928557a9b4749208ccef4a,19
c52dca7a9b62c38cc0500e47978f7363,54
dad54bd08af2b1967272d1dc939da7ec,18
0a1f7140f53caaeb6d8a15a738892885,6
fdf6e5d9f4015c647c7527cb7d3694f5,64
ddf25d82f7fd39777f9d6aa7b81042ee,118
97aa54c7504c6478d644e1c092f12152,2
f88012a9f0c066db4d0a876e43836c97,33
d34cec2dfb3b8f1b00e601e12f4bfd94,40
7c17d3cca2075629c5ae931fd522c9ca,3
b416b3bbd5b0f70044db9bcb211e7257,16
185c22d4e8a187a9f2552b85b56a6c2a,4
9b6411cdf6605ce575ccdaa67a18d688,11
13d8ef630c4903f261fc993c7c1871e3,2
8f44ec048af0b44b45e9ee24a24e5507,11
7d20d4343a80ff4b7eca2b79c8884340,24
5280b93c89eb899c4add05e0dab6fe33,12
